DYRK1A, ITSN1, BDNF, NR1, NR2A, pAKT, pBRAF, pCAMKII, pCREB, pELK, pERK, pJNK, PKCA, pMEK, pNR1, pNR2A, pNR2B, pPKCAB, pRSK, AKT, BRAF, CAMKII, CREB, ELK, ERK, GSK3B, JNK, MEK, TRKA, RSK, APP, Bcatenin, SOD1, MTOR, P38, pMTOR, DSCR1, AMPKA, NR2B, pNUMB, RAPTOR, TIAM1, pP70S6, NUMB, P70S6, pGSK3B, pPKCG, CDK5, S6, ADARB1, AcetylH3K9, RRP1, BAX, ARC, ERBB4, nNOS, Tau, GFAP, GluR3, GluR4, IL1B, P3525, pCASP9, PSD95, SNCA, Ubiquitin, pGSK3B_Tyr216, SHH, BAD, BCL2, pS6, pCFOS, SYP, H3AcK18, EGR1, H3MeK4, CaNA, Class
0.636917769, 0.902702703, 0.401265095, 3.083381254, 7.120759057, 0.201725129, 0.171362852, 2.424841863, 0.216676251, 2.000690052, 1.038182864, 0.353421507, 0.334675101, 0.252788959, 1.185278896, 0.894882116, 2.295687177, 1.76906268, 0.397699827, 1.015411156, 0.530419781, 0.404830362, 0.173548016, 2.259229442, 4.20506038, 1.590684301, 0.250373778, 0.289361702, 0.840023002, 0.154456584, 0.440943071, 3.095802185, 0.334445083, 0.464864865, 0.332949971, 0.902242668, 0.622426682, 0.536745256, 0.663714779, 0.528924669, 0.376998275, 0.538010351, 0.1933295, 0.250553039, 1.073264511, 0.166438428, 0.643948172, 0.282576635, 0.490940693, 1.380174866, 0.08674813, 0.172232171, 0.19235226, 0.117296956, 0.141103971, 0.168123881, 0.210207521, 0.132097335, 0.257874223, 0.145212262, 0.418782261, 0.264563362, 1.619719794, 1.958969767, 0.138470452, 0.906352049, 0.729168861, 0.196776572, 0.118508375, 0.116138207, 0.117296956, 0.129990519, 0.451595913, 0.100811124, 0.152375435, 0.128884441, 1.531549563, 0
0.67364921, 0.91837074, 0.454197839, 3.337822111, 7.031753948, 0.234746467, 0.196342477, 3.079467997, 0.230091438, 2.392186201, 1.026101413, 0.380216126, 0.373732336, 0.297090607, 1.24472153, 0.895428096, 2.375228595, 2.022277639, 0.44472153, 1.036575229, 0.62560266, 0.478969244, 0.204488778, 2.006982544, 4.391687448, 1.716541978, 0.295428096, 0.349792186, 0.885453034, 0.175561097, 0.481961762, 3.132169576, 0.377057357, 0.527514547, 0.398171239, 0.98886118, 0.836575229, 0.614962594, 0.772901081, 0.595677473, 0.453699086, 0.632585204, 0.238736492, 0.238427435, 1.15132351, 0.153866215, 0.686856174, 0.295279697, 0.328921633, 1.479462772, 0.098252706, 0.181249185, 0.186464989, 0.108684313, 0.127200417, 0.146694484, 0.176033381, 0.129808319, 0.257856305, 0.145064546, 0.360542444, 0.227800235, 1.540813665, 1.808058417, 0.126222454, 0.91915504, 0.667362107, 0.193767114, 0.130069109, 0.123158169, 0.108684313, 0.135350111, 0.436041205, 0.110575042, 0.159799192, 0.152431869, 1.27793715, 0
0.510385757, 0.678288823, 0.320351137, 2.408877349, 5.221933729, 0.177299703, 0.145895153, 2.303165183, 0.170128586, 1.711300692, 0.764713155, 0.275346192, 0.273367953, 0.210806133, 0.904302671, 0.646513353, 1.745919881, 1.383778437, 0.337908012, 0.739490603, 0.444238378, 0.335311573, 0.149727992, 1.487388724, 3.21884273, 1.268051434, 0.215751731, 0.24950544, 0.65677547, 0.130192878, 0.356701286, 2.363254204, 0.275964392, 0.396018793, 0.299579624, 0.716369931, 0.554772502, 0.4365727, 0.56231454, 0.43620178, 0.320227498, 0.450049456, 0.174703264, 0.23532533, 1.057637461, 0.158585926, 0.681435299, 0.275320024, 0.401870399, 1.222192744, 0.086025071, 0.173177688, 0.183988857, 0.109305565, 0.135438084, 0.156927771, 0.171121576, 0.128407508, 0.243881409, 0.133116668, 0.356039, 0.234131459, 1.486767925, 1.834980434, 0.138555416, 0.896796445, 0.690455661, 0.186243948, 0.125024872, 0.117662665, 0.109305565, 0.128142203, 0.440803873, 0.12157591, 0.148703323, 0.145121709, 1.348345162, 0
0.610415394, 0.852015883, 0.385155773, 2.951893708, 6.465180208, 0.21212584, 0.181124007, 2.795204643, 0.209224191, 1.973579719, 0.950061087, 0.346670739, 0.335064142, 0.265729994, 1.118509469, 0.816432498, 2.163408674, 1.709835064, 0.440592547, 0.933567502, 0.519700672, 0.421655467, 0.184178375, 1.826511912, 3.916157605, 1.569639585, 0.263133781, 0.28313989, 0.812309102, 0.159285278, 0.442883323, 2.902107514, 0.342089188, 0.49618204, 0.381032376, 0.879047037, 0.635308491, 0.515271839, 0.663714111, 0.546579108, 0.393402566, 0.536499695, 0.221136225, 0.230439807, 1.046767725, 0.166949901, 0.680375229, 0.277411461, 0.446060771, 1.207259874, 0.085106383, 0.170756577, 0.183876011, 0.107402624, 0.14261437, 0.164026919, 0.19951057, 0.13071851, 0.242607573, 0.136632452, 0.400584597, 0.247773775, 1.599891238, 1.882264972, 0.146760927, 1.007545374, 0.735232139, 0.198286996, 0.123988852, 0.117463123, 0.107402624, 0.130174699, 0.401740194, 0.102508327, 0.155665828, 0.134933043, 1.42505608, 0
0.58985536, 0.803843868, 0.376263127, 2.986922925, 5.807410343, 0.233207846, 0.19239152, 2.740439865, 0.208044383, 2.222310283, 0.884089558, 0.345155538, 0.351694076, 0.273826035, 1.122052705, 0.773726967, 2.05726174, 1.830394294, 0.437883891, 0.870021795, 0.463641767, 0.447592629, 0.20586487, 1.59144046, 3.626708936, 1.523281157, 0.274420448, 0.285714286, 0.768773529, 0.195363582, 0.450762829, 2.685753913, 0.363186051, 0.521894195, 0.418862691, 0.941351298, 0.828016644, 0.555973846, 0.724787002, 0.572221121, 0.434515554, 0.59698831, 0.242916584, 0.2335708, 0.995837669, 0.15792844, 0.682622268, 0.295525494, 0.300008004, 1.432802369, 0.089730249, 0.188825742, 0.177059153, 0.116064996, 0.125990555, 0.144400864, 0.167453774, 0.13951813, 0.240134475, 0.127431362, 0.32962459, 0.230849276, 1.444008645, 1.790762827, 0.134635396, 0.985511887, 0.685984151, 0.196430001, 0.140638758, 0.142799968, 0.116064996, 0.142799968, 0.398623229, 0.116705355, 0.167773953, 0.179460498, 1.205555111, 0
0.380214387, 0.51130053, 0.251711223, 1.908433424, 3.793103448, 0.153299755, 0.121787421, 1.829006845, 0.132765078, 1.343665246, 0.581170089, 0.221361229, 0.224331654, 0.178096345, 0.726462611, 0.490120108, 1.315639933, 1.129278058, 0.295621852, 0.5503035, 0.333979078, 0.280640579, 0.132765078, 1.002970425, 2.340565672, 0.956864264, 0.177321452, 0.193594214, 0.502130957, 0.123337208, 0.298850575, 1.790391321, 0.244091437, 0.336174609, 0.268758879, 0.590985406, 0.467260752, 0.351672478, 0.459640966, 0.369624177, 0.273795686, 0.380860132, 0.16686039, 0.214951, 0.978294323, 0.160362841, 0.67214708, 0.27261683, 0.359520531, 1.158662023, 0.079614481, 0.177533004, 0.17729003, 0.11411679, 0.132825788, 0.142463756, 0.170729732, 0.126346481, 0.223212116, 0.127075403, 0.36308415, 0.24831943, 1.402769904, 1.780999433, 0.13906212, 0.999676035, 0.682351988, 0.194622175, 0.131691909, 0.154531465, 0.11411679, 0.136470398, 0.424556572, 0.122944845, 0.162549607, 0.155341378, 1.279744067, 0
0.524483134, 0.707834603, 0.33877403, 2.653246282, 5.412404788, 0.20747189, 0.175734494, 2.514145811, 0.186797243, 1.738846572, 0.808668843, 0.321363801, 0.319006166, 0.244287269, 1.007798332, 0.688973522, 1.879579253, 1.550235764, 0.422560754, 0.768770403, 0.417301415, 0.417845484, 0.176641277, 1.410591222, 3.225970258, 1.410047153, 0.245919478, 0.293434893, 0.694051505, 0.173739572, 0.405150526, 2.473703301, 0.340406239, 0.472977875, 0.379579253, 0.829343489, 0.610083424, 0.484584694, 0.626224157, 0.51577802, 0.379035183, 0.510155967, 0.205839681, 0.209336609, 0.942506143, 0.158804259, 0.680589681, 0.263800164, 0.412776413, 1.205814906, 0.075921376, 0.163063063, 0.173873874, 0.10958231, 0.13996724, 0.142669943, 0.170679771, 0.124651925, 0.219164619, 0.122768223, 0.383128583, 0.234070434, 1.400900901, 1.8000819, 0.148730549, 0.975429975, 0.709172809, 0.18951679, 0.124815725, 0.121294021, 0.10958231, 0.121785422, 0.396723997, 0.11998362, 0.157575758, 0.174938575, 1.335708436, 0
0.510466989, 0.676098459, 0.352426961, 2.576029446, 4.481251438, 0.240395675, 0.187715666, 2.261329653, 0.187025535, 1.927766276, 0.732919255, 0.313549574, 0.319990798, 0.251207729, 0.962272832, 0.647803083, 1.726017943, 1.554635381, 0.445364619, 0.706234184, 0.40510697, 0.411548194, 0.184495054, 1.258569128, 2.903151599, 1.266160571, 0.246836899, 0.280883368, 0.625488843, 0.198067633, 0.40073614, 2.158500115, 0.349436393, 0.508396595, 0.423740511, 0.868184955, 0.772486772, 0.509546814, 0.668507016, 0.537382103, 0.430641822, 0.561306648, 0.242236025, 0.216133652, 0.899570406, 0.147589499, 0.687159905, 0.257947494, 0.267398568, 1.263866348, 0.085155131, 0.190548926, 0.1550358, 0.09947494, 0.105871122, 0.120381862, 0.147398568, 0.130692124, 0.201909308, 0.105584726, 0.313031026, 0.21575179, 1.248687351, 1.612601432, 0.140811456, 0.884295943, 0.606968974, 0.174797136, 0.142434368, 0.133460621, 0.09947494, 0.159331742, 0.349785203, 0.11274463, 0.22071599, 0.158949881, 1.026348449, 0
0.29010771, 0.398809524, 0.204931973, 1.548185941, 2.742913832, 0.136196145, 0.133078231, 1.369897959, 0.112811791, 1.08404195, 0.445011338, 0.210884354, 0.194727891, 0.161139456, 0.585459184, 0.386904762, 1.043650794, 0.903061224, 0.254109977, 0.439484127, 0.243764172, 0.237670068, 0.115504535, 0.766439909, 1.723781179, 0.784580499, 0.156037415, 0.178429705, 0.387329932, 0.118480726, 0.263321995, 1.35175737, 0.217120181, 0.304280045, 0.265589569, 0.530753968, 0.424886621, 0.303854875, 0.400935374, 0.348922902, 0.251842404, 0.338293651, 0.152069161, 0.191167982, 0.858091206, 0.149124495, 0.642005003, 0.251779873, 0.338175871, 1.025784106, 0.076197806, 0.177410044, 0.155089475, 0.097844911, 0.114873966, 0.118818549, 0.13642486, 0.1275736, 0.193188378, 0.107850683, 0.341446989, 0.22695786, 1.20771599, 1.564460266, 0.163748316, 0.897729459, 0.606215124, 0.184721955, 0.151433519, 0.156821243, 0.097844911, 0.136136232, 0.390609967, 0.110159708, 0.165576294, 0.151529729, 1.082836252, 0
0.451243243, 0.598702703, 0.323243243, 2.317621622, 4.246702703, 0.222702703, 0.168432432, 2.119567568, 0.174702703, 1.557405405, 0.666810811, 0.292540541, 0.287135135, 0.246918919, 0.899891892, 0.59372973, 1.614918919, 1.314378378, 0.419675676, 0.708108108, 0.374702703, 0.358918919, 0.194162162, 1.138378378, 2.530594595, 1.177081081, 0.231783784, 0.268108108, 0.59372973, 0.17772973, 0.364324324, 2.113081081, 0.32972973, 0.511351351, 0.411459459, 0.799783784, 0.608, 0.463135135, 0.606702703, 0.540108108, 0.392864865, 0.500324324, 0.232216216, 0.188045331, 0.858589911, 0.160866513, 0.667836727, 0.253936416, 0.389028182, 0.983752883, 0.07852773, 0.175308394, 0.163774947, 0.10580684, 0.120449303, 0.136094675, 0.151740046, 0.131882459, 0.190452312, 0.108113529, 0.376692408, 0.246013439, 1.24370675, 1.639354127, 0.166382509, 0.948350216, 0.65760706, 0.184434861, 0.133085949, 0.131481296, 0.10580684, 0.141309798, 0.412496239, 0.123157156, 0.175408685, 0.152843245, 1.148931903, 0
0.481629393, 0.574813632, 0.375665602, 2.290734824, 3.8985623, 0.206602769, 0.195953142, 1.865814696, 0.180244941, 1.945686901, 0.687699681, 0.310436635, 0.321086262, 0.236155485, 0.894302449, 0.59371672, 1.530883919, 1.48056443, 0.412673056, 0.685569755, 0.395633653, 0.375399361, 0.192492013, 1.076677316, 2.454206603, 1.173588924, 0.268903088, 0.270766773, 0.532481363, 0.191693291, 0.42971246, 1.962193823, 0.320021299, 0.515175719, 0.430511182, 0.865814696, 0.888445154, 0.529552716, 0.666134185, 0.581469649, 0.433972311, 0.584132055, 0.253194888, 0.196022358, 0.900298973, 0.161315482, 0.669309762, 0.238788509, 0.245157936, 1.204081633, 0.087612115, 0.20278175, 0.159625634, 0.101260887, 0.110880021, 0.123098921, 0.150656441, 0.145196932, 0.166125049, 0.115429611, 0.349798518, 0.242168205, 1.251917327, 1.671909528, 0.164695177, 1.002079813, 0.659040686, 0.205771481, 0.212010919, 0.154296113, 0.101260887, 0.170544651, 0.392174704, 0.13466788, 0.245937866, 0.185623294, 1.004549591, 0
0.398137885, 0.491465307, 0.301928619, 1.88805143, 3.28286411, 0.174684106, 0.158501441, 1.527155841, 0.147639104, 1.585901131, 0.566614941, 0.228774108, 0.244735092, 0.196408779, 0.740412325, 0.489691864, 1.26291288, 1.154511195, 0.328530259, 0.567501663, 0.312347595, 0.303258701, 0.135890047, 0.984260696, 2.041675903, 0.998669918, 0.193748614, 0.220128575, 0.444690756, 0.16448681, 0.303923742, 1.638882731, 0.273110175, 0.422079362, 0.377521614, 0.725559743, 0.614941255, 0.417645755, 0.546885391, 0.459543339, 0.356240301, 0.509864775, 0.22367546, 0.173668368, 0.864939144, 0.161889805, 0.648606203, 0.233477294, 0.320115168, 0.949613925, 0.077345897, 0.182567727, 0.166208611, 0.093705012, 0.120272216, 0.125768878, 0.159141474, 0.14422196, 0.194738909, 0.122104437, 0.374034812, 0.241460542, 1.234131658, 1.654495485, 0.16974218, 1.048684727, 0.64847533, 0.194738909, 0.177463683, 0.148017275, 0.093705012, 0.179426777, 0.363564978, 0.122758801, 0.192383196, 0.17824892, 1.069362649, 0
0.437188565, 0.569367952, 0.290584841, 2.197744558, 3.873852609, 0.233149751, 0.1681091, 1.829530553, 0.190138998, 1.620508786, 0.650931025, 0.281667978, 0.285601888, 0.243115657, 0.87778652, 0.562811435, 1.510621558, 1.367951744, 0.404143719, 0.665355363, 0.367951744, 0.365853659, 0.198006819, 1.127196433, 2.308680829, 1.121164437, 0.230789405, 0.250196696, 0.529242067, 0.197220037, 0.403619197, 1.838185156, 0.317335431, 0.529242067, 0.427747181, 0.841070024, 0.650144243, 0.488329399, 0.635982166, 0.50747443, 0.418568057, 0.535011802, 0.254917388, 0.179706601, 0.868378158, 0.17142081, 0.634474328, 0.226025537, 0.371773974, 0.963732681, 0.066150503, 0.178755773, 0.166802499, 0.102010323, 0.141401793, 0.129856017, 0.161640858, 0.149008422, 0.187584895, 0.119396903, 0.408720456, 0.240695463, 1.278049443, 1.715023092, 0.175903287, 1.061260527, 0.70728063, 0.20266232, 0.146291769, 0.140179299, 0.102010323, 0.164493344, 0.412523771, 0.130127683, 0.189079055, 0.241374626, 1.083537082, 0
0.488148538, 0.867263629, 0.438504082, 3.174743218, 4.158348696, 0.205754543, 0.202857519, 2.522978667, 0.29483803, 1.441071899, 0.884777456, 0.377469055, 0.407690282, 0.307874638, 1.104556229, 1.184816961, 2.245522781, 2.386423492, 0.430998156, 0.923623914, 0.332565183, 0.379115091, 0.195812484, 2.658019489, 4.180932315, 1.42889123, 0.29213853, 0.390703187, 0.934158546, 0.194956545, 0.458124835, 3.011390572, 0.373847775, 0.487095075, 0.451145641, 0.875691335, 0.502172768, 0.475177772, 0.595075059, 0.412496708, 0.307677114, 0.481498551, 0.231301027, 0.316575348, 1.679953156, 0.253210088, 1.245095989, 0.414195491, 0.739386842, 1.240746163, 0.109373039, 0.194780208, 0.216654816, 0.138608892, 0.187669915, 0.260738634, 0.181479777, 0.144715379, 0.285833786, 0.187460789, 0.573549709, 0.351750387, 2.454891463, 2.503199632, 0.155882722, 1.216612991, 1.003555147, 0.253377389, 0.155004392, 0.147684972, 0.138608892, 0.150069012, 0.759588439, 0.148312351, 0.165000627, 0.18674976, 2.077083943, 0
0.435422035, 0.831311671, 0.419143988, 2.98743008, 3.968700899, 0.193388222, 0.206712337, 2.352209163, 0.293947583, 1.393187103, 0.881779901, 0.358054176, 0.397963673, 0.317579033, 1.057633084, 1.1102382, 2.062095406, 2.284205895, 0.415373012, 0.875683489, 0.321412859, 0.367041669, 0.184777827, 2.52447992, 3.766450883, 1.282508956, 0.281189114, 0.367733015, 0.885550877, 0.175601785, 0.440261454, 2.795047451, 0.350575074, 0.462698762, 0.381937025, 0.819118849, 0.496260449, 0.44572937, 0.576079442, 0.388221985, 0.290805103, 0.456225253, 0.217962416, 0.30647547, 1.607568412, 0.244309311, 1.234653628, 0.395307749, 0.715670967, 1.128276769, 0.109787164, 0.190894897, 0.208069685, 0.140972964, 0.18567672, 0.260292547, 0.168584107, 0.146232229, 0.281165256, 0.180992686, 0.573958419, 0.344071, 2.403114471, 2.530610568, 0.168748459, 1.234119484, 1.007313666, 0.25774509, 0.152313255, 0.159750185, 0.140972964, 0.145287205, 0.740652478, 0.160982825, 0.189128112, 0.16377681, 1.963431671, 0
0.413643486, 0.791249849, 0.401651199, 2.889176811, 3.8068579, 0.188562131, 0.180727974, 2.248282512, 0.305773171, 1.321079908, 0.831264312, 0.338074003, 0.367904062, 0.270398939, 1.027901651, 1.076232373, 2.032120043, 2.24364228, 0.388393395, 0.829034591, 0.306797638, 0.352778113, 0.177172472, 2.393154152, 3.820718332, 1.23990599, 0.26865132, 0.357659395, 0.854766783, 0.172713029, 0.416355309, 2.697842594, 0.343075811, 0.433891768, 0.356996505, 0.784138845, 0.471495721, 0.422622635, 0.548873087, 0.359889117, 0.272206822, 0.43744727, 0.204290707, 0.305279453, 1.575566238, 0.227798599, 1.305401662, 0.383493564, 0.728735539, 1.165186573, 0.107218511, 0.185188203, 0.210974417, 0.133737983, 0.191176471, 0.252973766, 0.178059312, 0.140296562, 0.294891641, 0.186247352, 0.567255988, 0.358970181, 2.379379175, 2.484764543, 0.157813264, 1.237086524, 1.022079192, 0.248655695, 0.1480365, 0.148729021, 0.133737983, 0.138585628, 0.722136223, 0.14090761, 0.179159198, 0.156672641, 2.024808538, 0
0.360046361, 0.640036427, 0.354830698, 2.699478434, 4.402930706, 0.21069625, 0.171702956, 2.901564699, 0.227253912, 1.164914314, 0.681182217, 0.3307393, 0.375941717, 0.27096614, 0.915887077, 0.979551287, 1.933686563, 2.23271794, 0.476695091, 0.773491183, 0.270138256, 0.337114, 0.163424125, 1.739547976, 3.440433811, 1.339266496, 0.251428098, 0.325275271, 0.800314596, 0.153737892, 0.381322957, 2.543174104, 0.309048762, 0.428263929, 0.374203163, 0.793608742, 0.482573061, 0.379501614, 0.536882192, 0.361702128, 0.273449789, 0.391257554, 0.204569915, 0.280982626, 1.426224345, 0.226917222, 1.651199412, 0.406277886, 0.608891922, 1.247021154, 0.102514304, 0.184714713, 0.215054328, 0.13374626, 0.17983308, 0.255997061, 0.176421185, 0.138837856, 0.304655924, 0.188913968, 0.56416986, 0.325757178, 2.586215947, 2.465277413, 0.147971235, 1.307700383, 0.995538292, 0.239882421, 0.14681644, 0.132801428, 0.13374626, 0.145399192, 0.55724109, 0.125820167, 0.160831452, 0.164085875, 2.068762795, 0
0.366377563, 0.642376591, 0.344816406, 2.688741185, 4.172732431, 0.209694415, 0.164626733, 2.844289536, 0.239685499, 1.140552809, 0.650563346, 0.329010294, 0.368322931, 0.25711275, 0.931020507, 0.939126206, 1.880116722, 2.085920402, 0.459998379, 0.741671395, 0.261895112, 0.328280781, 0.159276972, 1.750344492, 3.361757315, 1.280538218, 0.248115425, 0.340763557, 0.775228986, 0.150765988, 0.366701791, 2.417767691, 0.300883521, 0.412498987, 0.343438437, 0.749777093, 0.465104969, 0.378779282, 0.518845749, 0.362729999, 0.262705682, 0.38502067, 0.202480344, 0.269170021, 1.358129108, 0.214398533, 1.560605289, 0.383400418, 0.599327457, 1.074030672, 0.103327049, 0.17924288, 0.211749121, 0.132827228, 0.181331839, 0.243083507, 0.164925867, 0.14260967, 0.293218526, 0.185407857, 0.584704743, 0.34478015, 2.531410812, 2.535996332, 0.154328221, 1.259540429, 1.019513935, 0.2414531, 0.138941254, 0.125541346, 0.132827228, 0.137463698, 0.530442757, 0.13557854, 0.175625414, 0.153614918, 2.115555103, 0
0.361487482, 0.574079529, 0.310603829, 2.393446244, 3.940574374, 0.185493373, 0.149484536, 2.576362297, 0.212665685, 1.096244477, 0.594992636, 0.295360825, 0.334388807, 0.233578792, 0.855743741, 0.869587629, 1.653755523, 2.033799705, 0.410456554, 0.683726068, 0.237923417, 0.297496318, 0.144845361, 1.668630339, 3.048821797, 1.21892489, 0.222164948, 0.286450663, 0.702061856, 0.139248895, 0.345581738, 2.284756996, 0.27017673, 0.374005891, 0.291163476, 0.686597938, 0.442709867, 0.33365243, 0.47017673, 0.315463918, 0.232253314, 0.347643594, 0.179013255, 0.266459565, 1.420883856, 0.21324782, 1.586130875, 0.380048101, 0.613087484, 1.015582724, 0.097204129, 0.175969536, 0.208036877, 0.126766209, 0.183184688, 0.243110532, 0.171660487, 0.130023048, 0.297524802, 0.179126165, 0.572402044, 0.322176571, 2.510121255, 2.738901694, 0.145655877, 1.222767812, 1.023950296, 0.238300431, 0.13262852, 0.125964526, 0.126766209, 0.127116946, 0.540284598, 0.122908107, 0.157079868, 0.148161138, 2.01583325, 0
0.322756669, 0.558407437, 0.318815683, 2.42502021, 3.940379951, 0.199070331, 0.156628941, 2.74242118, 0.199676637, 1.068108327, 0.550727567, 0.322049313, 0.334478577, 0.241107518, 0.868633791, 0.858023444, 1.700586095, 2.059013743, 0.473423605, 0.647433306, 0.235953921, 0.316390461, 0.153799515, 1.32386823, 2.883993533, 1.22938561, 0.232518189, 0.277081649, 0.708468068, 0.143997575, 0.352869846, 2.198666128, 0.284963622, 0.400970089, 0.371564268, 0.714329022, 0.452506063, 0.330638642, 0.508185125, 0.343371059, 0.260206144, 0.367320129, 0.205133387, 0.238007511, 1.260610784, 0.211790548, 2.070927514, 0.376036279, 0.48685609, 1.110465528, 0.095018777, 0.182030752, 0.219088783, 0.125203713, 0.160065188, 0.227591582, 0.160419471, 0.12463686, 0.308793311, 0.183731312, 0.526181535, 0.303053922, 2.175441083, 2.349252462, 0.138595621, 1.247573159, 0.960107702, 0.226670446, 0.150216113, 0.127541983, 0.125203713, 0.135548785, 0.531283214, 0.122865443, 0.163253738, 0.177850209, 2.103875859, 0
0.289403908, 0.542472749, 0.304625356, 2.345084945, 3.677501719, 0.198468035, 0.151428852, 2.644505548, 0.19660218, 0.96700383, 0.528822547, 0.296965531, 0.323873122, 0.254738289, 0.838849062, 0.812334283, 1.640184621, 2.09967593, 0.45713444, 0.620249435, 0.229107336, 0.303446921, 0.147598939, 1.29863498, 2.80919179, 1.183246587, 0.224688206, 0.272414809, 0.692133949, 0.135618187, 0.335068251, 2.156240793, 0.268683099, 0.38878523, 0.32141805, 0.698517136, 0.452322498, 0.328488658, 0.474123539, 0.365609349, 0.244525189, 0.349700481, 0.197093195, 0.229970942, 1.188736682, 0.199114432, 1.96706794, 0.371454269, 0.484571745, 1.02269268, 0.092777086, 0.173308427, 0.204787602, 0.121627231, 0.164037637, 0.221253632, 0.158226097, 0.123495226, 0.294935658, 0.174553757, 0.555278816, 0.307596513, 2.193302892, 2.443821779, 0.143973986, 1.154490107, 0.968935935, 0.224851252, 0.141068216, 0.126400996, 0.121627231, 0.142590286, 0.49045247, 0.129652691, 0.161270237, 0.183063512, 2.129791061, 0
0.301764706, 0.536568627, 0.298627451, 2.331666667, 3.827254902, 0.194019608, 0.154901961, 2.623333333, 0.19754902, 1.001764706, 0.54, 0.295392157, 0.328137255, 0.230686275, 0.830882353, 0.819901961, 1.64754902, 2.173823529, 0.45372549, 0.63254902, 0.228431373, 0.302647059, 0.146666667, 1.325098039, 2.771176471, 1.221470588, 0.227254902, 0.278627451, 0.684705882, 0.138431373, 0.336862745, 2.157156863, 0.268529412, 0.373333333, 0.297254902, 0.696666667, 0.469215686, 0.309607843, 0.469313725, 0.310294118, 0.238529412, 0.347647059, 0.185490196, 0.224536724, 1.196266739, 0.190382795, 1.925605302, 0.363249019, 0.492154741, 0.950290816, 0.087785743, 0.164209387, 0.201609631, 0.119099148, 0.172325172, 0.221155147, 0.164412282, 0.11876099, 0.294129582, 0.17394833, 0.539091032, 0.303192209, 2.22832409, 2.611592047, 0.139726769, 1.198701474, 0.981333694, 0.223522251, 0.140605979, 0.123630461, 0.119099148, 0.118558095, 0.526376302, 0.119234411, 0.156161234, 0.153726498, 2.067361017, 0
0.305080514, 0.478092623, 0.281612782, 2.148795406, 3.258145051, 0.195356385, 0.154287854, 2.369991262, 0.19423293, 0.990138559, 0.501685183, 0.283984521, 0.320684059, 0.225315192, 0.757708151, 0.719136188, 1.509424541, 1.931094745, 0.492323056, 0.57046561, 0.224815878, 0.30695294, 0.149544376, 1.004743478, 2.401323181, 1.105230308, 0.22394208, 0.27799276, 0.627636999, 0.135938085, 0.312070903, 1.901260766, 0.265509924, 0.411933591, 0.348395956, 0.664086881, 0.431906129, 0.306453626, 0.457870428, 0.32517788, 0.276869305, 0.364249157, 0.209836475, 0.209551028, 1.04250023, 0.197289573, 2.096985342, 0.362865308, 0.407393749, 0.950032267, 0.09818383, 0.179681018, 0.206600903, 0.115700194, 0.151654835, 0.2023601, 0.155803448, 0.127039734, 0.281183737, 0.166589841, 0.50032267, 0.272241173, 1.95952798, 2.190651793, 0.142251314, 1.104360653, 0.934359731, 0.217848253, 0.162902185, 0.133861897, 0.115700194, 0.135060385, 0.489812851, 0.125380289, 0.17516364, 0.195906702, 2.059279063, 0
0.259952607, 0.465047393, 0.262914692, 1.959952607, 3.186018957, 0.202132701, 0.165758294, 2.252132701, 0.175, 0.890165877, 0.468009479, 0.288981043, 0.288625592, 0.229976303, 0.703199052, 0.674763033, 1.413270142, 1.805331754, 0.422511848, 0.54028436, 0.233175355, 0.296919431, 0.142061611, 0.978672986, 2.246563981, 1.067061611, 0.227962085, 0.242535545, 0.601540284, 0.1257109, 0.302606635, 1.797748815, 0.252488152, 0.357109005, 0.317180095, 0.623933649, 0.429739336, 0.285189573, 0.430450237, 0.308886256, 0.238507109, 0.312085308, 0.181279621, 0.206918525, 1.001820665, 0.186436049, 2.096131088, 0.361128812, 0.418297679, 0.904233045, 0.080018207, 0.160582613, 0.199817934, 0.111242604, 0.158215749, 0.195084206, 0.154119254, 0.118252162, 0.280837506, 0.166590806, 0.512152936, 0.27419208, 1.970050068, 2.298862085, 0.137824306, 1.131543013, 0.938006372, 0.216659081, 0.156395084, 0.131360947, 0.111242604, 0.134638143, 0.49986345, 0.156030951, 0.173782431, 0.209558489, 1.94583523, 0
0.270645953, 0.457540007, 0.254059105, 1.958766499, 3.169372737, 0.180352763, 0.14122182, 2.192033641, 0.167270179, 0.878168438, 0.483237939, 0.264805513, 0.297862399, 0.200210256, 0.696063544, 0.670131994, 1.383132812, 1.829108749, 0.420394814, 0.538254877, 0.216563486, 0.277888097, 0.139703306, 0.965658217, 2.23151501, 1.076392945, 0.206868357, 0.236537788, 0.608690574, 0.124167737, 0.320756921, 1.76369583, 0.247284196, 0.335591636, 0.294825371, 0.608573765, 0.43511272, 0.271229996, 0.416773741, 0.274967878, 0.232566289, 0.312580306, 0.185609158, 0.200196974, 1.02104038, 0.181573999, 2.058823529, 0.35303071, 0.420449458, 0.858447489, 0.082908049, 0.162682425, 0.192944758, 0.112722715, 0.15901155, 0.19831677, 0.153908139, 0.114334318, 0.280866685, 0.158295282, 0.52117468, 0.28355269, 1.954069299, 2.374697824, 0.140567643, 1.08648939, 0.953621631, 0.212104933, 0.159727818, 0.133046826, 0.112722715, 0.124362074, 0.508908586, 0.141104844, 0.183096069, 0.188647148, 1.887545886, 0
