DayOfWeek; HourOfDay; Event_cat; Company_cat; UserID_cat; MaterialName_cat; DeliveryStatus
3; 13; Delivery; FR01; FRHJEBU; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 0
2; 5; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Wiping Paper Plus Cfeed M2; 0
2; 11; Order; FR01; FRHZCHS; TENA Pants Plus XL, 4x12p, INT; 1
3; 15; Delivery change: volume; FR01; PORFCUSER; TENA Lady Discreet Mini 10x20p B3 FR; 1
4; 8; Delivery; DE13; DEHSTSZ; TENA Pants Original Normal M, 4x18p; 1
5; 17; Sales Doc. change: delivery block; FR01; FRHDELD; LOTUS Confort BRT 72/24-R 2Ply Pink; 1
4; 12; Delivery; DE13; DEHMYWA; TENA Comfort Mini Extra 8x28p Neu; 1
5; 6; Delivery change: volume; FR01; PORFCUSER; Tork Centrefeed Starter Pack; 1
5; 10; Delivery change: volume; FR01; PORFCUSER; TENA Fix L, 8x25pcs; 1
5; 15; Shipment; FR01; FRHAURE; SYSTeME U BRT 21/6-R 2-ply decore FSC; 1
5; 13; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT COMP 105/3 2P Wht 1/2 cps FSC; 1
1; 19; Delivery change: stat. goods mov. date; DE27; HYB_BATCHMAN; Tork XPN DispNap Nat 1P 4F 225/5/8 - Env; 1
3; 13; Delivery; FR01; FRHJEBU; MIMOSA BRT 7/6R 5P White PEFC EU; 1
1; 10; Shipping change: date ship. compl.; DE13; PORFCUSER; ZEWA Bewaehrt 7/8-R 150SH 3p Q4/18 PEFC; 1
4; 11; Delivery change: stat. goods mov. date; FR01; PORFCUSER; TENA Comfort Mini Plus 6x28p neutral; 1
5; 12; Sales Doc. change: delivery block; FR01; FRHDELD; MIMOSA HHT COMPACT 75/4R 2-P White FSC; 1
2; 7; Shipping change: date ship. compl.; DE27; PORFCUSER; Tork Facial Tissue Dispenser; 0
2; 5; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Xpress Countertop Multif HT Disp Bl; 1
5; 11; Delivery; FR01; FRHALYA; OKAY Xxl HHT 15/2-R 2Ply White; 1
4; 16; Shipping change: itinerary date; FR01; PORFCUSER; TENA Pants Plus XL, 4x12p, INT; 1
5; 10; Delivery change: goods movement date; DE13; HYT_WMS_WP1; TEMPO Base 8/42x10 4p Q4/18 Broca FSC; 1
5; 14; Delivery; FR01; FRHSECF; TENA Flex Super Large 3x30p, INT; 1
2; 17; Order; FR01; PORFCUSER; 401796 Tork Foam Soap Lux Univ, 800ml; 1
5; 11; Shipment; DE13; DEXSTRE; TENA Pants Normal Medium 4x18p, INT; 1
4; 10; Order; FR01; HYB_BATCHMAN; TENA Bed Normal 60x60, 4x40p; 1
1; 12; Shipping change: itinerary date; DE13; PORFCUSER; TENA Lady Discreet UMP 6x24p DACH; 1
4; 14; Shipping change: itinerary date; DE13; PORFCUSER; ZEWA Bewaehrt 7/8-R 150SH 3p Q4/18 PEFC; 1
4; 13; Delivery change: goods movement date; FR01; PORFCUSER; SOLO BRT 144/12-R 3-Ply Design PEFC; 1
3; 14; Delivery; FR01; FRHJEBU; TENA Lady Maxi Night 6x12p B3 CODE; 1
5; 16; Shipping change: name carrier; FR01; HYB_BATCHMAN; MIMOSA HHT Comp 175/2-R White FSC; 1
1; 8; Order; FR01; PORFCUSER; ECO+ HHT Compact 105/3 R 2Ply White; 1
6; 0; Invoice; FR01; HYB_BATCHMAN; TENA Bed Plus 60x40, 4x40p INT/IT; 1
6; 2; Invoice; FR01; HYB_BATCHMAN; ECO+ TP Compact 7/4-R 2ply PINK; 1
4; 19; Delivery change: stat. goods mov. date; FR01; PORFCUSER; OKAY HHT 80/6-R 2Ply Des.; 1
3; 9; Delivery change: stat. goods mov. date; DE13; PORFCUSER; EDEKA G&G TP 126/10-R 160SH 4-Ply FSC; 1
5; 11; Delivery; FR01; FRBISMA; ALDI Sublimo HHT 96/4-R 3P White PEFC; 1
6; 4; Shipment; DE27; PORFCUSER; Tork Extra Mild Liquid Soap, 1000ml; 1
3; 14; Sales Doc. change: delivery block; FR01; FRHMEBR; Tork DinnerNap 2P 4F White 150/12; 1
5; 10; Shipping change: itinerary date; FR01; PORFCUSER; Tork Jumbo TR Adv 2p 380m; 1
3; 1; Invoice; DE13; HYB_BATCHMAN; DM Babylove Maxi 2x42p SRU Rt 18 FSC; 1
1; 9; Delivery; FR01; FRHALYA; OKAY Xxl HHT 3/4-R 2 ply Des; 1
1; 16; Order; DE13; HYB_BATCHMAN; DM S&S BRT 126/10x200 3p 2018 DE PEFC; 1
5; 14; Delivery; FR01; FRHJEBU; MIMOSA HHT COMP 105/3 2P Wht 1/2 cps FSC; 1
5; 6; Shipping change: itinerary date; DE13; DEDHEFI; TENA Lady Super 6x30p  Int; 1
3; 9; Sales Doc. change: delivery block; FR01; FRBISMA; SOLO BRT 144/12-R 3-Ply Design PEFC; 0
4; 7; Delivery change: billing date; FR01; PORFCUSER; TENA Slip Super Medium 3x28p INT/IT; 1
5; 10; Delivery; DE27; DEHGOMA; Tork Bin Liner 50L; 1
5; 15; Delivery change: country of origin; DE27; PORFCUSER; Tork Liquid Soap Starter Pack C&C; 1
2; 14; Shipping change: itinerary date; DE13; PORFCUSER; KOKETT BRT Recyc 126/8-R 200sh 3ply; 1
1; 19; Delivery change: volume; DE27; HYB_BATCHMAN; Tork Jumbo Toilet Roll Dispenser White; 1
5; 11; Shipment; DE13; DEHAEMI; TEMPO MTT 16/42 S&P Kam rel Q3/17 FSC; 1
3; 0; Invoice; FR01; HYB_BATCHMAN; TENA Men PU L4 Medium 4x12p, INT; 1
3; 13; Delivery change: stat. goods mov. date; FR01; PORFCUSER; TENA Flex Plus Medium 3x30p, INT; 1
2; 11; Delivery change: billing date; FR01; PORFCUSER; TENA Bed Plus 60x40, 4x40p INT/IT; 1
3; 15; Order; FR01; PORFCUSER; TENA Comfort Maxi, 2x28pcs, INT/IT; 1
1; 8; Delivery change: volume; FR01; PORFCUSER; TENA Bed Plus 60x90, 4x35p INT/IT; 1
5; 23; Delivery change: country of origin; DE27; PORFCUSER; Tork Conv TR Uni 2p 250s; 1
3; 12; Shipment; FR01; FRHSAHJ; Tork CocktNap C&C 2P 4F Grey 300/10; 1
3; 14; Delivery; FR01; FRHANPI; TENA Slip Maxi Small 3x24p INT/IT; 1
3; 11; Order; FR01; FRLAULI; SYSTEME U BRT 7/6-R 2P Maxi FSC EU; 1
3; 14; Order; DE13; DEHNIPA; TENA MEN Light Level 1, 6x24p, Int; 1
4; 11; Sales Doc. change: delivery block; FR01; FRLAULI; DEMAKUP Cotton Original Round 28/80; 1
4; 13; Delivery change: volume; FR01; PORFCUSER; LOTUS Moltonel TP 7/6-R 3ply Pk/Wht; 1
5; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Xxl BRT 7/6-R 2Ply White; 1
1; 6; Shipping change: date ship. compl.; DE13; PORFCUSER; DM S&S BRT 7/10-R 160SH 4p Maritim18; 1
5; 10; Delivery change: goods movement date; DE13; DEDHEFI; TENA Zinc Cream 10x100ml, Central; 1
1; 8; Delivery change: goods movement date; FR01; PORFCUSER; TENA Bed Plus 60x90, 4x35p INT/IT; 1
2; 9; Delivery change: volume; FR01; PORFCUSER; TENA Bed Plus 60x40, 4x40p INT/IT; 1
1; 12; Delivery change: billing date; FR01; PORFCUSER; TENA Soft Wipe 19x30cm, 8x135pcs; 1
5; 19; Delivery change: stat. goods mov. date; DE13; HYT_WMS_WP1; TEMPO Protect 18/10x9 4p Q4/17 Broca FSC; 1
4; 10; Delivery change: stat. goods mov. date; DE13; DEDHEFI; TENA Flex Super Medium 3X30pcs, IT; 1
2; 1; Invoice; FR01; HYB_BATCHMAN; TENA Comfort Mini Extra 8x28p Neu; 1
3; 13; Delivery change: stat. goods mov. date; DE13; PORFCUSER; TENA MEN Medium Level 2, 6x10p, DE; 1
1; 9; Order; DE27; HYB_BATCHMAN; Tork Matic Blue HTR Adv 2p 150m; 1
2; 8; Delivery change: goods movement date; FR01; PORFCUSER; TENA Flex Plus Medium 3x30p, INT; 1
1; 14; Delivery; FR01; FRHZCHS; TENA Comfort Mini Super 6x30p; 1
2; 23; Shipment; FR01; PORFCUSER; TENA Flex Super Small 3x30p, INT; 1
3; 0; Invoice; FR01; HYB_BATCHMAN; TENA Comfort Maxi, 2x28pcs, INT/IT; 1
4; 0; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Wash Glove 12x50pcs; 1
1; 15; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Moltonel TP 7/6-R 3ply Pk/Wht; 1
3; 14; Shipping change: name carrier; DE13; PORFCUSER; ZEWA Bewaehrt 7/8-R 150SH 3p Q4/18 PEFC; 1
1; 10; Sales Doc. change: delivery block; FR01; FRHALDU; LOTUS Cotton Buds 40/160 Bags; 1
1; 8; Delivery change: goods movement date; FR01; PORFCUSER; TENA Silhouette Plus Large 4x8p FR; 1
2; 9; Delivery; FR01; FRHANGB; Tork LunchNap 29x39 2P 4F Sog Insp 300/8; 1
1; 11; Sales Doc. change: delivery block; FR01; FRHCAEO; OKAY HHT 150/3-R 2Ply Des.; 1
1; 9; Delivery; FR01; FRHALYA; OKAY ADAPT HHT 16/3-R 2Ply White; 1
1; 16; Delivery change: goods movement date; DE13; PORFCUSER; TENA Slip Maxi Large 3x24p, INT; 1
3; 8; Delivery change: goods movement date; FR01; PORFCUSER; TENA Flex Super Medium 3x30p, INT; 1
3; 10; Shipment; DE13; DEXSTRE; TENA Pants Plus Medium, 4x14p, INT; 1
2; 23; Delivery change: goods movement date; DE13; DEDFESC; TENA Comfort Plus, 2x46 pcs, Int.; 1
2; 7; Delivery change: goods movement date; FR01; PORFCUSER; TENA Flex Plus Small 3x30p, IT; 1
4; 22; Delivery change: goods movement date; DE13; DEDFESC; TENA Pants Normal Medium 4x18p, INT; 1
5; 15; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP 21/6-R 2P White PEFC EU Flower; 1
2; 8; Delivery change: stat. goods mov. date; DE13; HYT_WMS_WP1; TEMPO Base 24/6x10 4p Q2/18 Broca FSC; 1
5; 9; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT COMPACT 105/3R 2P Printed FSC; 1
6; 5; Shipping change: itinerary date; FR01; PORFCUSER; Tork Jumbo TR Prem 2p 360m; 0
1; 17; Delivery change: volume; FR01; HYT_WMS_WP1; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 1
5; 0; Invoice; DE27; HYB_BATCHMAN; Tork Soft Singlefold HT Adv 2p V fold; 1
3; 11; Delivery; FR01; FRBISMA; MIMOSA Toipa 124/9-R 3Ply White PEFC; 1
3; 11; Delivery; DE13; DEHFRTT; ZEWA Deluxe 7/8-R 135SH 4-Ply Std PEFC; 1
2; 10; Sales Doc. change: delivery block; FR01; FRHCAEO; MIMOSA BRT 7/6R 5P White PEFC EU; 1
4; 16; Shipment; FR01; FRHELBE; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 1
4; 10; Shipping change: name carrier; DE13; PORFCUSER; KOKETT Sued TP 126/10-R 160SH 4-Ply PEFC; 1
4; 14; Shipping change: itinerary date; DE13; PORFCUSER; KOKETT Sued TP 126/10-R 160SH 4-Ply PEFC; 1
6; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Xxl BRT 7/6-R 2Ply White; 1
5; 13; Delivery change: stat. goods mov. date; FR01; PORFCUSER; Metro Prof C&C Serv Lunch 2P Orange; 1
4; 9; Delivery change: volume; FR01; PORFCUSER; TENA Slip Maxi Medium 3x24p, INT/IT; 1
3; 12; Incoming payment; DE27; DEHKLLA; Tork LunchNap 2P 4F Yellow 200/10; 1
2; 14; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Moltonel 92/9-R 3 ply Pk/Wht; 1
1; 13; Sales Doc. change: delivery block; FR01; FRLAULI; CARREFOUR Facial 27/110 3-ply  White; 1
3; 0; Invoice; DE13; HYB_BATCHMAN; TENA Pants Plus Large, 4x8p, INT; 1
3; 10; Sales Doc. change: delivery block; FR01; FRHPABE28; TENA Pants Plus Medium 12x9p, FR; 1
2; 15; Delivery change: stat. goods mov. date; FR01; HYT_WMS_WP1; MIMOSA BRT 186/6R 3-Ply DECORE PEFC EU; 1
5; 17; Shipping change: name carrier; FR01; PORFCUSER; SYSTEME U BRT 7/6-R 2P Maxi FSC EU; 1
4; 2; Invoice; DE13; HYB_BATCHMAN; TENA Pants Original Normal Large 4x18 DE; 1
3; 6; Shipping change: itinerary date; FR01; PORFCUSER; Renault OW chamois 2ply 1000sh 2r; 1
4; 14; Shipping change: name carrier; FR01; PORFCUSER; SYSTEME U TP 7/4-R 2P white FSC Ecolabel; 1
4; 8; Delivery change: goods movement date; FR01; HYB_BATCHMAN; TENA Wash Cream, 10x500ml; 1
5; 11; Delivery; DE13; DEHMAHE; DM Babylove Junior 6x36p, Rt 18 FSC; 1
2; 6; Shipping change: itinerary date; DE13; DEDHEFI; TENA Slip Original Plus Medium 3x30p INT; 1
2; 9; *Customer Master Data Change; FR01; FRHLALO; TENA Pants Normal Large 4x18p, NEU; 1
2; 8; Order; FR01; HYB_BATCHMAN; TENA Wash Cream, 10x500ml; 1
1; 8; Shipping change: name carrier; DE13; PORFCUSER; ZEWA WW 9/2-R FnDsgn Mickey Q3/18 PEFC; 1
2; 21; Delivery change: goods movement date; FR01; HYT_WMS_WP1; MIMOSA BRT 7/6R 5P White PEFC EU; 1
3; 10; Shipment; DE13; DEXSTRE; TENA Comfort Original Plus 2x46 pcs INT; 1
4; 16; Delivery change: goods movement date; FR01; PORFCUSER; Tork Xpress XSoft Multifold HT Prem 2p M; 1
3; 15; Delivery; FR01; FRHZCHS; TENA Silhouette Normal Large 6x10p; 1
4; 10; Delivery change: billing date; FR01; PORFCUSER; TENA Bed Plus 60x40, 4x40p INT/IT; 1
3; 12; Order; DE13; PORFCUSER; TENA Pants Original Normal M, 4x18p, DE; 1
5; 14; Shipping change: itinerary date; FR01; PORFCUSER; NANA Pl Extra Long Multi 15x24p+sticker; 1
3; 12; Shipping change: date ship. compl.; FR01; PORFCUSER; OKAY HHT 4/6-R 2Ply White; 1
5; 6; Delivery change: volume; DE13; PORFCUSER; ZEWA Samtig-STD Toipa 7/8-R 3-p PEFC; 1
2; 6; Delivery change: volume; DE13; PORFCUSER; ZEWA BewrtKam 7/8-R 150SH 3p Q1/18 PEFC; 1
3; 15; Shipment; FR01; FRHMIDP; LOTUS Moltonel Sens TP 7/6-R 4 ply White; 1
4; 11; Order; FR01; PORFCUSER; MIMOSA HHT COMPACT 75/4R 2-P White FSC; 1
4; 13; Shipment; DE27; PORFCUSER; Tork Extra Mild Liquid Soap, 1000ml; 1
3; 9; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Menthol HA 30/15x9 4 ply FSC; 1
5; 0; Shipping change: itinerary date; DE27; PORFCUSER; Tork Wiping Paper Plus Cfeed M2; 1
3; 15; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT COMPACT 105/3R 2P Printed FSC; 1
5; 2; Shipping change: date ship. compl.; DE27; HYB_BATCHMAN; Tork Mini Jumbo TR Adv 2p 180m; 1
3; 11; Delivery; FR01; FRHMOKH; Tork Conv TR Prem 2p 396s 1; 0
2; 0; Invoice; DE13; HYB_BATCHMAN; ZEWA Bewaehrt 7/8-R 150SH 3p Q4/18 PEFC; 1
2; 16; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Moltonel Folded TP 16/8 3 Ply; 1
2; 13; Delivery change: stat. goods mov. date; DE13; PORFCUSER; DM S&S 6/3R 100Sh 3p Dsgn Winter PEFC; 1
1; 12; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT Comp 175/2-R White FSC; 1
4; 10; Order; FR01; FRHZCHS; TENA Flex Maxi Small 3x22pcs, INT; 1
3; 10; Delivery change: goods movement date; FR01; HYT_WMS_WP1; MIMOSA TP 60/24R- 2P WhT  PEFC EU Flower; 1
5; 9; Shipping change: itinerary date; DE13; PORFCUSER; ZEWA Deluxe TP 63/16-R 135SH 4p Std PEFC; 1
1; 13; Shipping change: name carrier; DE13; PORFCUSER; TENA Lady Discreet Norm 6x12p + wobbler; 1
1; 11; Shipment; DE13; DEHAEMI; ZEWA W&W HHT 12/4-R Sprb Q2/18 PEFC; 1
1; 10; Delivery change: goods movement date; DE13; DEHEVGR; TENA Pants Maxi Medium 4x10p, INT; 1
1; 10; Order; FR01; HYB_BATCHMAN; TENA Flex Super Medium 3x30p, INT; 1
1; 9; Delivery change: volume; FR01; PORFCUSER; TENA Slip Maxi Large 3x24p, INT; 1
1; 10; Shipment; FR01; PORFCUSER; TENA Flex Maxi Large 3x22p, INT; 1
3; 13; Shipping change: date ship. compl.; FR01; PORFCUSER; Metro Prof C&C Serv Lunch 2P Rouge; 1
2; 12; Shipping change: itinerary date; FR01; PORFCUSER; 511501 Tork Jumbo TR Uni 1p 650m; 1
1; 13; Shipment; DE27; PORFCUSER; Tork Mini Singlefold HT Starter Pack; 1
4; 7; Delivery change: stat. goods mov. date; FR01; PORFCUSER; TENA Pants Plus XL, 4x12p, INT; 1
4; 10; Order; DE13; WEB_SHOP; TENA Men Prot. Shield, Level 0 8x14p INT; 1
2; 14; Shipping change: name carrier; FR01; PORFCUSER; Tork DinnerNap 2P 4F White 150/12; 0
5; 6; Delivery change: billing date; DE13; PORFCUSER; TENA Lady Extra 6x10p SRP + wobbler; 1
5; 7; Delivery change: volume; FR01; PORFCUSER; TENA Pants Plus Large, 4x14p, INT; 1
4; 2; Invoice; DE13; HYB_BATCHMAN; TENA Men Prot. Shield, Level 0 8x14p INT; 1
4; 15; Shipment; FR01; FRHMIDP; OKAY Compresse HHT 5/6-R 2P White; 1
2; 9; Delivery change: volume; FR01; PORFCUSER; TENA Wash Glove 6x200pcs; 1
2; 8; Delivery change: goods movement date; FR01; PORFCUSER; TENA Pants Normal Medium 4x18p, NEU; 1
3; 13; Shipping change: name carrier; DE13; PORFCUSER; DM S&S FA Box 12/110SH 4P Design 18 FSC; 1
3; 17; Sales Doc. change: req. delivery date; FR01; FRHMEBR; Tork Basic Paper Cfeed M2 2 ply; 1
5; 10; Delivery; DE27; DEHGOMA; Tork Extra Mild Liquid Soap, 1000ml; 1
1; 8; Delivery; DE13; DEHSTSZ; TENA Slip Maxi Medium 3x24p INT; 1
3; 10; Delivery change: volume; DE13; PORFCUSER; ZEWA W&W HHT RW 36/16-R Q2/18 PEFC; 1
5; 18; Delivery change: country of origin; DE13; HYT_WMS_WP1; DM Babylove Maxi 2x42p SRU Rt 18 FSC; 1
3; 16; Delivery change: stat. goods mov. date; DE13; PORFCUSER; DM SoftSicher HA 28/15x10 Sayings FSC; 1
2; 18; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT COMPACT 105/3R 2P Printed FSC; 1
3; 11; Delivery change: stat. goods mov. date; DE13; PORFCUSER; ZEWA W&W HHT Sprb 6/8-R Q2/18 PEFC; 1
2; 20; Shipping change: itinerary date; FR01; HYT_WMS_WP1; SYSTeME U BRT 8/12R 2P Pink FSC EU; 1
2; 16; Sales Doc. change: delivery block; FR01; FRHCOIN; MIMOSA HHT COMPACT 75/4R 2-P White FSC; 1
5; 12; Shipping change: itinerary date; FR01; HYT_WMS_WP1; SYSTeME U BRT 21/6-R 2-ply decore FSC; 1
5; 14; Shipping change: name carrier; FR01; PORFCUSER; ECO+ HHT Compact 105/3 R 2Ply White; 1
2; 15; Sales Doc. change: net price; DE13; DEDUTMU; TENA Comfort Mini Super 6x30p Neu; 1
2; 9; Delivery change: billing date; DE13; PORFCUSER; TEMPO MTT 16/42 S&P Kam rel Q3/17 FSC; 1
5; 14; Delivery; FR01; FRHJEBU; LOTUS Baby Touch 5 (jr) 6x36p, FSC; 1
2; 13; Delivery change: billing date; FR01; PORFCUSER; TENA Wash Cream, 10x500ml; 1
3; 23; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Original Super 2x36p,INT/IT; 1
4; 16; Sales Doc. change: net price; FR01; FRHCAEO; ECO+ HHT Compact 105/3 R 2Ply White; 1
3; 14; Order; DE13; PORFCUSER; TENA Comfort Extra, 2x40 pcs, INT/IT; 1
4; 11; Delivery; FR01; FRBERHU; Tork Ind. HeavyDuty Wiping Paper Blue W4; 0
3; 15; Delivery; DE13; DEHMYWA; TENA Lady Pants Plus Large, 4x10p; 1
3; 11; Shipping change: name carrier; DE13; PORFCUSER; DM Babylove Newborn XS 6x24p FSC, 17; 1
3; 2; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Conv TR Prem 3p 250s; 1
5; 18; Shipping change: name carrier; FR01; PORFCUSER; ECO+ HHT Compact 105/3 R 2Ply White; 1
2; 9; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Confort BRT 12/8-R 2Ply White; 1
1; 15; Shipment; FR01; FRHSAAT; LOTUS Classic HA 30/15x9 4-P Wht FSC; 1
5; 9; Order; FR01; PORFCUSER; SYSTeME U HHT 3/4R=8 COMP 2P Wht FSC; 1
5; 19; Shipping change: date ship. compl.; FR01; PORFCUSER; SYSTEME U BRT 7/6-R 4-ply White FSC EU; 1
5; 1; Invoice; FR01; HYB_BATCHMAN; Tork Matic Hand Towel Roll Disp. White; 0
4; 12; Shipping change: name carrier; DE13; PORFCUSER; DM Babylove S2 6x20p channel FSC 18; 1
5; 14; Shipping change: name carrier; DE13; PORFCUSER; FLORALYS TP 126/10-R 200SH 3p Scan PEFC; 1
3; 11; Order; DE13; PORFCUSER; TENA Comfort Original Plus 2x46 pcs INT; 1
5; 12; Shipping change: name carrier; DE13; PORFCUSER; DM Babylove Jr+ 6x34p, PP10 Rt 18 FSC; 1
1; 22; Delivery change: stat. goods mov. date; DE13; DEDFESC; TENA Pants Original Normal Large 4x18 DE; 1
4; 1; Invoice; DE13; HYB_BATCHMAN; TENA Pants Discreet Large, 4x10p, INT; 1
3; 13; Delivery change: goods movement date; DE13; DEDFESC; TENA Pants Maxi Large, 4x10p, INT; 0
2; 7; Delivery change: volume; FR01; PORFCUSER; Sodicam Blue, 3-ply, 400, 2*1; 1
5; 11; Delivery; DE13; DEHFRTT; TENA Lady Discreet Norm 6x12p + wobbler; 1
4; 7; Delivery change: stat. goods mov. date; DE13; DEDSTWA; TENA Pants Normal Large 4x18p, INT; 1
2; 16; Order; FR01; PORFCUSER; Tork Xpress Soft Multifold HT Prem 2p Z; 1
3; 8; Order; FR01; PORFCUSER; ECO+ TP Compact 7/4-R 2ply PINK; 1
5; 13; Sales Doc. change: net price; DE13; DEDMIER; TENA Men Pants Plus Large, 4x10p; 1
2; 21; Shipping change: itinerary date; FR01; HYT_WMS_WP1; MIMOSA HHT Comp 175/2-R White FSC; 1
2; 7; Delivery change: volume; FR01; PORFCUSER; TENA Pants Plus Medium, 4x14p, INT; 1
4; 16; Delivery change: volume; FR01; HYT_WMS_WP1; MIMOSA HHT 80/6 R 2P White FSC; 1
5; 16; Delivery change: volume; FR01; PORFCUSER; LOTUS Lotion HA 30/10x10 4Ply White FSC; 1
5; 19; Sales Doc. change: delivery block; FR01; HYB_BATCHMAN; LOTUS Sensitive 15/110 FP 4ply White FSC; 1
2; 16; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Complete Care HA 18/10x9 4-P 2017; 1
5; 23; Order; FR01; PORFCUSER; TENA Lady Discreet Normal 12x24p FR; 1
3; 15; Shipment; FR01; FRHMIDP; LOTUS Compact HA 30/18X7 4 Ply Wht FSC; 1
5; 7; Delivery change: volume; FR01; PORFCUSER; TENA Comfort Mini Super 6x30p; 1
2; 6; Delivery change: volume; DE13; DEDFESC; TENA Men Super Level 3, 6x16p, Int; 1
5; 17; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Collection BRT 16/6-R 2P Lilas/Whi; 1
4; 11; Order; DE13; DEHSAWI; ZEWA Ultra Soft BRT 3/20-R 150SH 4p PEFC; 1
4; 13; Shipment; FR01; PORFCUSER; TENA Flex Super Medium 3x30p, INT; 1
5; 11; Sales Doc. change: delivery block; FR01; FRHNIGE; SYSTeME U BRT 16/6-R 3-ply decore FSC EU; 1
2; 15; Delivery change: goods movement date; FR01; PORFCUSER; TENA Flex Plus Large 3x30p, INT; 1
3; 16; Delivery change: stat. goods mov. date; FR01; HYT_WMS_WP1; SYSTEM U BRT 84/18-R 2P White FSC EU; 1
2; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Silhouette Nrml Medium, 6x12p+stick; 1
2; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Men Prot. Sh. Level 0 8x14p +sticke; 1
5; 14; Delivery; FR01; FRHSECF; TENA Slip Maxi Large 3x24p, INT; 1
3; 16; Shipment; FR01; FRHELBE; MIMOSA Toipa 124/9-R 3Ply White PEFC; 1
3; 20; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Moltonel TP 44/18-R 3P Pink; 1
1; 10; Shipment; DE13; DEHEVGR; TENA Pants Original Plus L 4x14p; 1
4; 6; Shipping change: name carrier; FR01; PORFCUSER; Tork Ind Cleaning Cloth Grey Handy Box; 1
5; 11; Shipping change: itinerary date; DE13; PORFCUSER; KOKETT BRT Recyc 126/8-R 200sh 3ply; 1
2; 14; Shipping change: name carrier; DE13; PORFCUSER; EDEKA Gut&Genstig HHT 168/4-R Handle FSC; 1
5; 16; Shipping change: itinerary date; DE27; PORFCUSER; Tork Wiping Paper Cfeed M1  C&C; 1
2; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Lady Discreet Normal 12x24p FR; 1
2; 16; Delivery change: volume; FR01; PORFCUSER; Tork DinnerNap 2P 4F Grey 150/12; 1
1; 9; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT Comp 175/2-R White FSC; 1
2; 2; Delivery change: stat. goods mov. date; DE27; HYB_BATCHMAN; Tork Soft Singlefold HT C&C Adv 2ply; 1
3; 11; Delivery change: goods movement date; DE13; PORFCUSER; ZEWA W&W HHT 12/4-R Orig Q2/18 PEFC; 1
1; 11; Delivery; FR01; FRHMOKH; Tork Soft Singlefold HT Adv 2p V fold; 0
2; 10; Delivery; DE13; DEHCHDE; TENA Men Pants Plus Large, 2x8p, SRP; 1
5; 6; Shipping change: itinerary date; DE13; PORFCUSER; TEMPO Verwohnmom Cal&Kam MTT 16/42 FSC; 1
1; 15; Sales Doc. change: delivery block; FR01; FRHVEPA; OKAY Xxl HHT 15/2-R 2Ply White; 1
5; 14; Sales Doc. change: delivery block; FR01; FRHMOKH; Metro Prof C&C Serv Lunch 2P Grise; 1
5; 1; Invoice; FR01; HYB_BATCHMAN; TENA Pants Plus XL, 4x12p, INT; 1
2; 10; Delivery; FR01; FRHMOKH; Metro Prof C&C Serv Lunch 2P Rouge; 1
1; 12; Delivery change: billing date; FR01; PORFCUSER; TENA Pants Plus Medium, 4x14p, INT; 1
1; 13; Delivery; DE13; DEHMYWA; TENA MEN Light Level 1, 6x24p, Int; 1
1; 8; Order; FR01; PORFCUSER; LIGHTS by TENA Long Liner 12x20p+sticker; 1
1; 11; Shipment; DE13; DEXKLHE; TENA Bed Original 60x90, 4x35p INT/IT; 1
1; 10; Shipment; DE13; DEHOLMU; ZEWA Deluxe TP 63/16-R 135SH 4p Std PEFC; 1
1; 10; Order; FR01; PORFCUSER; MIMOSA HHT COMPACT 75/4R 2-P White FSC; 1
4; 16; Delivery change: stat. goods mov. date; DE13; DEHMYWA; TENA Lady Super 6x30p  Int; 1
1; 15; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Moltonel TP 7/6-R 3ply Pk/Wht; 1
