"sex","age","race","priors.count","charge.degree","days","score"
2,50,1,3,10,1,0
2,38,1,0,9,1,0
2,28,1,16,5,1,0
2,28,1,16,5,1,0
1,30,1,0,10,0,0
2,21,3,0,5,1,0
2,25,3,2,6,13,0
2,25,3,2,6,13,0
2,25,3,2,6,13,0
2,25,3,2,6,13,0
2,53,3,2,10,2005,0
2,40,3,5,6,1,0
2,40,3,5,6,1,0
2,24,4,8,6,0,0
1,23,3,3,11,65,0
2,27,1,5,11,0,0
2,27,1,5,11,0,0
2,27,1,5,11,0,0
1,37,1,0,6,1,0
2,44,3,11,10,0,0
1,35,1,6,6,1,0
2,42,3,0,10,0,0
1,25,1,0,10,1,0
2,34,3,0,10,1,0
2,24,3,1,5,280,0
2,64,4,1,6,9,0
1,49,3,2,10,0,0
1,49,3,2,10,0,0
1,49,3,2,10,0,0
1,49,3,2,10,0,0
2,50,3,5,6,1,0
2,50,3,5,6,1,0
2,50,3,5,6,1,0
2,66,3,0,10,0,0
1,46,3,0,10,1,0
1,22,3,0,10,1,0
2,23,3,1,11,1,0
2,23,3,1,11,1,0
2,24,1,10,5,0,0
2,24,1,10,5,0,0
2,24,1,10,5,0,0
2,31,4,0,11,2,0
2,56,3,3,10,1,0
2,31,6,1,6,1,0
2,31,6,1,6,1,0
2,28,1,4,5,366,0
2,28,1,4,5,366,0
2,28,1,4,5,366,0
2,28,1,4,5,366,0
2,25,1,0,11,1,0
2,27,1,0,10,1,0
2,20,4,0,10,1,0
2,20,4,0,10,1,0
2,20,4,0,10,1,0
2,32,4,1,6,27,0
1,24,3,0,10,1,0
2,20,1,1,9,1,0
2,26,1,1,6,56,0
1,48,4,0,10,1,0
2,26,2,0,10,1,0
2,31,1,3,10,20,0
2,31,1,3,10,20,0
2,31,1,3,10,20,0
2,31,1,3,10,20,0
2,40,1,0,6,1,0
2,22,1,11,6,1,0
2,22,1,11,6,1,0
2,22,1,11,6,1,0
2,22,1,11,6,1,0
2,22,1,11,6,1,0
2,22,1,11,6,1,0
2,22,1,11,6,1,0
1,38,1,1,5,1,0
2,36,4,1,10,101,0
2,36,4,1,10,101,0
2,50,6,4,10,1,0
2,43,1,1,10,0,0
1,59,3,0,11,1,0
2,37,3,2,10,2,0
2,38,3,0,6,0,0
1,33,3,0,10,1,0
2,24,3,2,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,60,4,0,6,7,0
2,43,4,1,11,44,0
2,28,3,1,6,1,0
2,28,3,1,6,1,0
2,28,3,1,6,1,0
2,51,3,0,10,1,0
2,33,3,0,6,1,0
2,33,3,0,6,1,0
1,58,3,0,10,1,0
2,63,1,2,10,1,0
1,28,3,0,10,1,0
1,28,3,0,10,2,0
2,29,3,2,10,57,0
2,29,3,2,10,57,0
2,29,3,2,10,57,0
2,29,3,2,10,57,0
2,28,1,10,6,0,0
2,28,1,10,6,0,0
2,26,1,6,10,164,0
2,55,1,9,12,0,0
2,55,1,9,12,0,0
2,55,1,9,12,0,0
2,55,1,9,12,0,0
1,23,3,3,6,1,0
1,23,3,3,6,1,0
1,19,3,2,6,2,0
1,19,3,2,6,2,0
1,19,3,2,6,2,0
1,19,3,2,6,2,0
1,19,3,2,6,2,0
2,23,1,4,6,0,0
2,23,1,4,6,0,0
2,23,1,4,6,0,0
2,23,1,4,6,0,0
2,31,1,1,10,28,0
2,29,1,0,10,0,0
2,24,1,4,6,175,0
2,24,1,4,6,175,0
2,24,1,4,6,175,0
2,26,4,0,6,1,0
2,31,4,0,11,0,0
2,31,4,0,11,0,0
2,20,1,4,6,1,0
2,20,1,4,6,1,0
2,20,1,4,6,1,0
1,22,4,0,10,0,0
2,27,3,5,10,0,0
2,38,1,0,6,1,0
2,51,3,1,6,1,0
2,27,1,18,6,1,0
2,27,1,18,6,1,0
2,27,1,18,6,1,0
2,27,1,18,6,1,0
2,27,1,18,6,1,0
1,35,3,0,6,0,0
1,35,3,0,6,0,0
2,22,6,0,6,1,0
1,58,1,4,6,14,0
2,44,1,6,6,56,0
1,57,3,0,11,2,0
2,36,6,6,9,4,0
2,36,6,6,9,4,0
2,21,1,0,6,1,0
1,22,1,0,6,1,0
2,30,1,0,5,1,0
2,24,3,1,6,6,0
2,24,3,1,6,6,0
2,24,3,1,6,6,0
2,56,3,1,10,1,0
2,32,1,1,6,1,0
2,32,1,1,6,1,0
2,22,3,2,6,41,0
2,31,4,1,5,50,0
2,29,3,3,6,61,0
2,29,3,3,6,61,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,53,4,0,4,1,0
2,39,3,2,6,13,0
2,39,3,2,6,13,0
2,23,4,0,6,1,0
2,31,1,0,6,1,0
2,31,1,0,6,1,0
2,31,1,0,6,1,0
2,22,1,1,6,1,0
2,22,1,1,6,1,0
1,27,1,9,5,68,0
1,27,1,9,5,68,0
2,38,3,1,6,1,0
2,31,1,23,6,0,0
2,31,1,23,6,0,0
2,31,1,23,6,0,0
2,47,1,20,6,1,0
2,35,1,1,10,1159,0
2,65,1,2,10,18,0
2,35,1,0,11,1,0
1,33,1,0,6,1,0
1,33,1,0,6,1,0
2,53,3,1,10,10,0
2,52,4,0,6,1,0
2,36,1,1,6,1,0
2,62,4,0,10,1,0
2,44,1,0,6,1,0
2,37,1,11,5,1,0
2,37,1,11,5,1,0
2,30,6,4,11,1,0
1,36,1,3,5,78,0
2,54,6,0,6,1,0
1,31,1,0,10,1,0
1,59,3,2,6,400,0
1,59,3,2,6,400,0
2,27,1,0,10,1,0
2,46,1,17,6,1,0
2,46,1,17,6,1,0
2,22,1,3,6,0,0
2,30,3,0,10,2,0
1,28,3,0,10,1,0
1,28,3,0,10,1,0
1,34,3,15,6,5,0
1,34,3,15,6,5,0
2,29,4,7,6,2,0
2,29,4,7,6,2,0
2,29,4,7,6,2,0
1,46,1,2,6,1,0
2,23,1,2,10,0,0
2,23,1,2,10,0,0
2,65,3,2,10,5,0
2,27,1,3,6,1,0
2,27,1,3,6,1,0
2,48,3,3,6,4,0
2,48,3,3,6,4,0
2,30,1,15,5,248,0
2,30,1,15,5,248,0
2,30,1,15,5,248,0
2,30,1,15,5,248,0
2,30,1,15,5,248,0
2,36,1,3,5,0,0
2,36,1,3,5,0,0
1,32,1,2,6,44,0
2,20,1,0,6,1,0
2,37,3,3,6,0,0
2,44,1,14,6,1,0
2,53,3,2,6,2,0
2,32,1,2,10,1,0
2,33,1,3,11,1,0
2,33,1,3,11,1,0
2,33,1,3,11,1,0
1,27,1,1,6,1,0
1,27,1,1,6,1,0
1,27,1,1,6,1,0
2,21,1,2,6,273,0
2,33,1,4,6,557,0
2,28,1,2,11,1,0
2,44,1,1,6,1,0
2,44,1,1,6,1,0
2,46,1,0,6,1,0
2,37,1,6,6,0,0
2,51,3,0,10,1,0
2,27,1,10,6,0,0
2,27,1,10,6,0,0
2,27,1,10,6,0,0
2,40,3,1,6,1,0
1,60,3,9,6,0,0
2,53,3,1,4,7,0
1,37,3,1,5,9,0
2,28,1,0,6,1,0
2,23,4,0,10,0,0
2,21,1,1,6,1,0
2,21,1,1,6,1,0
2,21,1,1,6,1,0
1,46,3,2,6,1,0
1,46,3,2,6,1,0
2,61,1,2,6,2,0
2,37,1,5,5,28,0
2,30,3,3,6,105,0
2,30,3,3,6,105,0
2,44,1,1,13,503,0
2,50,1,18,6,1,0
2,50,1,18,6,1,0
2,50,1,18,6,1,0
1,49,1,0,6,1,0
2,45,1,0,11,1,0
2,40,6,0,10,1,0
2,26,3,1,6,0,0
2,26,3,1,6,0,0
2,26,3,1,6,0,0
2,62,3,0,6,1,0
2,34,3,0,10,0,0
2,34,3,0,10,0,0
1,37,3,0,6,1,0
1,37,3,0,6,1,0
1,37,3,0,6,1,0
1,37,3,0,6,1,0
2,23,6,1,6,1,0
2,23,6,1,6,1,0
2,24,4,1,6,6,0
2,24,4,1,6,6,0
2,24,4,1,6,6,0
2,21,3,0,10,1,0
2,25,3,0,6,1,0
2,30,1,3,6,1,0
2,68,3,0,11,1,0
2,41,3,2,10,47,0
2,39,6,1,10,1,0
2,21,3,1,5,1,0
2,31,1,1,5,1,0
2,31,1,1,5,1,0
1,37,4,1,6,1,0
2,22,1,0,6,0,0
2,22,4,1,6,55,0
2,22,4,1,6,55,0
2,38,3,11,5,268,0
2,38,3,11,5,268,0
2,42,3,1,6,1,0
2,22,3,1,6,1,0
2,22,3,1,6,1,0
2,45,1,0,6,1,0
2,45,1,0,6,1,0
1,36,1,4,6,1,0
1,36,1,4,6,1,0
1,35,1,3,10,444,0
1,53,4,0,6,3,0
2,37,1,7,6,1,0
2,49,4,0,4,4,0
1,45,3,1,4,106,0
2,23,1,6,6,1,0
2,23,1,6,6,1,0
2,23,1,6,6,1,0
2,23,1,6,6,1,0
2,23,1,6,6,1,0
2,23,1,6,6,1,0
2,24,1,0,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,24,1,0,6,3,0
2,50,1,11,6,0,0
2,41,4,1,6,1,0
2,23,1,0,6,0,0
2,36,6,0,6,1,0
2,21,1,0,4,1,0
2,21,1,0,4,1,0
2,21,1,0,4,1,0
2,21,1,0,4,1,0
2,21,1,0,4,1,0
2,21,1,0,4,1,0
1,53,3,0,6,0,0
1,53,3,0,6,0,0
2,39,1,3,6,1,0
1,25,1,2,6,1,0
2,24,3,1,6,37,0
2,24,3,1,6,37,0
2,24,3,1,6,37,0
2,24,3,1,6,37,0
1,25,1,1,11,1599,0
2,71,1,8,6,1,0
2,39,1,10,11,2994,0
2,39,1,10,11,2994,0
2,39,1,10,11,2994,0
2,22,1,1,6,1,0
1,24,1,0,6,1,0
1,24,1,0,6,1,0
1,47,1,19,6,1,0
1,47,1,19,6,1,0
1,47,1,19,6,1,0
1,47,1,19,6,1,0
2,21,6,1,6,1,0
1,23,6,0,10,1,0
1,20,3,1,5,1,0
1,20,3,1,5,1,0
2,53,1,13,6,1,0
1,23,1,0,6,1,0
2,55,3,18,6,47,0
2,55,3,18,6,47,0
2,55,3,18,6,47,0
2,55,3,18,6,47,0
2,55,3,18,6,47,0
2,55,3,18,6,47,0
1,53,1,0,6,0,0
2,55,1,19,6,1,0
2,55,1,19,6,1,0
2,55,1,19,6,1,0
2,23,6,2,10,1,0
2,23,6,2,10,1,0
2,27,1,4,6,0,0
2,26,1,2,10,107,0
1,32,3,0,10,2,0
2,29,1,1,11,1,0
2,29,1,1,11,1,0
2,27,6,1,6,1,0
2,27,6,1,6,1,0
2,28,4,0,6,1,0
2,31,1,0,10,1,0
2,25,3,1,6,1,0
2,25,3,1,6,1,0
2,30,3,0,6,1,0
2,25,3,0,10,3,0
2,47,3,0,11,2,0
2,26,3,0,6,1,0
2,37,1,4,6,1,0
2,37,1,4,6,1,0
1,66,3,7,6,1614,0
1,66,3,7,6,1614,0
2,48,3,0,10,1,0
2,26,3,3,6,38,0
2,24,3,1,10,1,0
2,24,3,1,10,1,0
2,24,3,1,10,1,0
2,21,3,2,6,1,0
2,23,1,0,4,0,0
2,22,3,0,6,1,0
2,22,3,0,6,1,0
2,36,6,0,6,1,0
2,31,3,0,10,0,0
2,22,1,1,6,1,0
2,22,1,1,6,1,0
2,31,3,2,10,0,0
2,32,1,7,5,1,0
2,32,1,22,6,0,0
1,23,6,0,10,1,0
2,63,1,0,10,1,0
2,30,6,0,6,1,0
2,48,3,2,10,1,0
2,20,3,0,6,1,0
2,24,3,1,10,1,0
1,36,1,1,11,1,0
2,26,1,3,9,1,0
2,83,4,0,10,1,0
2,36,1,3,6,1,0
1,30,1,0,10,1,0
1,33,1,0,10,1,0
2,39,1,0,6,0,0
2,30,1,17,5,4,0
2,30,1,17,5,4,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,34,3,5,6,59,0
2,24,1,0,6,1,0
2,26,3,0,11,1,0
2,26,3,0,11,1,0
2,26,3,8,6,1,0
2,32,3,2,4,1,0
2,32,3,2,4,1,0
1,32,3,1,10,1,0
2,33,1,5,11,1,0
2,33,1,5,11,1,0
2,33,1,5,11,1,0
2,29,1,16,6,1,0
2,29,1,16,6,1,0
2,34,3,1,11,1,0
2,34,3,1,11,1,0
1,37,6,0,10,1,0
1,37,6,0,10,1,0
2,43,3,0,10,0,0
2,47,3,2,6,4,0
1,21,3,1,6,560,0
1,23,1,1,5,1,0
2,39,3,2,10,1,0
2,22,3,0,10,1,0
2,35,1,13,6,1,0
2,35,1,13,6,1,0
2,35,1,13,6,1,0
2,20,1,0,6,1,0
2,33,6,0,6,1,0
2,33,6,0,6,1,0
2,21,6,0,6,1,0
2,21,6,0,6,1,0
2,21,6,0,6,1,0
2,21,6,0,6,1,0
2,43,1,20,6,0,0
2,43,1,20,6,0,0
2,25,1,3,6,1,0
2,48,1,25,6,1,0
2,48,1,25,6,1,0
2,52,1,9,10,1,0
2,26,3,5,6,1,0
2,26,3,5,6,1,0
2,26,3,5,6,1,0
2,26,3,5,6,1,0
2,34,1,4,10,1,0
2,56,3,4,11,2,0
2,56,3,4,11,2,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,22,1,0,5,1,0
2,63,1,25,6,1,0
1,34,3,0,6,1,0
2,23,1,0,6,1,0
2,23,1,0,6,1,0
2,28,1,1,6,2,0
2,28,1,1,6,2,0
2,29,1,2,10,1,0
2,27,3,1,6,51,0
2,51,3,0,10,1,0
2,43,6,3,5,1,0
2,51,3,0,5,1,0
2,41,1,1,10,1,0
2,57,6,0,10,1,0
2,40,1,1,6,1,0
1,39,3,1,10,1,0
1,39,3,1,10,1,0
2,21,1,1,5,1,0
2,21,1,1,6,1,0
2,21,1,1,6,1,0
2,21,1,1,6,1,0
2,21,1,1,6,1,0
2,42,3,5,6,1,0
2,24,3,3,6,1,0
2,24,3,3,6,1,0
2,39,6,0,6,4,0
2,39,6,0,6,4,0
1,34,1,0,6,1,0
2,26,1,4,10,1,0
2,26,1,4,10,1,0
2,58,4,1,6,44,0
2,48,3,1,6,0,0
2,48,3,1,6,0,0
2,48,3,1,6,0,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,26,3,0,6,0,0
2,46,3,0,6,1,0
1,30,4,1,10,3,0
2,24,1,7,10,1,0
2,24,1,7,10,1,0
2,25,3,1,6,164,0
2,25,3,1,6,164,0
2,25,3,1,6,164,0
2,29,1,4,6,1,0
2,24,1,3,10,1,0
2,24,1,3,10,1,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,24,1,1,6,1,0
2,36,1,9,11,1,0
2,36,1,9,11,1,0
2,36,1,9,11,1,0
2,30,1,5,5,1,0
2,38,1,3,6,1,0
2,33,1,0,6,1,0
2,33,1,0,6,1,0
2,25,1,0,6,1,0
2,31,1,25,10,1,0
2,31,1,25,10,1,0
2,31,1,25,10,1,0
2,24,1,0,6,1,0
2,24,1,0,6,1,0
2,30,3,1,6,72,0
2,39,1,13,6,1,0
2,39,1,13,6,1,0
2,46,4,0,10,1,0
2,46,6,0,6,1,0
2,46,6,0,6,1,0
2,48,1,5,11,9,0
1,30,1,4,5,5,0
1,30,1,4,5,5,0
1,30,1,4,5,5,0
2,40,3,0,6,0,0
1,52,1,0,6,1,0
2,23,1,3,6,1,0
2,23,1,3,6,1,0
2,41,6,2,6,0,0
1,26,1,1,10,1,0
2,22,3,1,6,1,0
2,22,3,1,6,1,0
2,22,3,1,6,1,0
2,22,3,1,6,1,0
2,22,3,1,6,1,0
2,42,3,3,6,0,0
2,42,3,3,6,0,0
2,23,1,6,6,1,0
2,23,1,6,6,1,0
2,33,6,4,6,1,0
2,33,6,4,6,1,0
2,33,6,4,6,1,0
2,33,6,4,6,1,0
2,33,6,4,6,1,0
2,33,6,4,6,1,0
2,28,1,1,6,1,0
1,37,3,4,11,154,0
2,50,3,1,6,847,0
2,26,6,0,5,1,0
2,26,6,0,5,1,0
2,38,5,25,11,172,0
2,38,5,25,11,172,0
2,38,5,25,11,172,0
2,38,5,25,11,172,0
2,51,1,3,6,1,0
2,19,3,1,10,1,0
2,19,3,1,10,1,0
2,19,3,1,10,1,0
1,31,3,1,6,23,0
1,31,3,1,6,23,0
1,31,3,1,6,23,0
2,43,4,0,10,1,0
1,25,6,2,6,1,0
2,27,3,0,6,1,0
2,27,3,0,6,1,0
2,52,3,1,6,1,0
2,52,3,1,6,1,0
2,27,4,1,11,1123,0
1,57,4,1,10,8,0
2,47,6,2,11,1,0
2,32,1,3,5,1,0
2,27,1,5,11,12,0
2,27,1,5,11,12,0
2,27,1,5,11,12,0
2,27,1,5,11,12,0
2,53,4,11,11,36,0
2,45,4,0,10,1,0
1,42,3,0,10,0,0
2,33,1,0,6,1,0
2,33,1,0,6,1,0
2,26,3,4,10,52,0
1,28,3,3,10,1,0
1,53,3,0,10,1,0
2,39,1,1,6,4,0
2,24,3,0,6,1,0
2,40,1,1,6,1,0
2,35,1,24,6,86,0
2,35,1,24,6,86,0
2,28,4,1,6,9,0
2,35,1,0,6,1,0
2,46,1,2,6,0,0
2,46,1,2,6,0,0
2,46,1,2,6,0,0
2,42,3,0,10,2,0
2,25,1,0,10,0,0
2,30,4,0,6,1,0
2,28,1,4,10,1,0
2,40,1,0,6,0,0
1,35,3,1,10,29,0
1,57,3,1,6,4,0
2,20,3,0,6,1,0
2,20,3,0,6,1,0
2,49,1,3,6,1,0
2,42,3,1,6,1,0
2,21,1,2,6,1,0
2,32,1,19,6,1,0
2,32,1,19,6,1,0
2,63,1,3,11,2302,0
1,29,6,0,10,1,0
2,29,3,2,6,1,0
2,58,3,0,6,1,0
2,27,1,3,9,1,0
2,46,1,0,10,0,0
2,23,1,5,4,45,0
2,25,3,0,5,1,0
2,24,6,1,6,1,0
2,40,1,0,6,1,0
2,52,3,0,10,1,0
2,27,1,1,6,3,0
2,27,1,1,6,3,0
1,69,4,0,10,1,0
2,47,4,0,10,1,0
2,49,1,0,10,1,0
2,45,4,1,6,1,0
1,33,3,1,10,0,0
2,33,3,2,6,1,0
2,25,3,1,6,45,0
1,27,4,0,10,0,0
2,51,3,0,6,1,0
2,32,1,14,6,1,0
2,32,1,14,6,1,0
2,32,1,14,6,1,0
2,32,1,14,6,1,0
2,32,1,14,6,1,0
2,32,1,14,6,1,0
2,26,1,5,6,1,0
2,26,1,5,6,1,0
2,26,1,5,6,1,0
2,26,1,5,6,1,0
2,26,1,5,6,1,0
2,47,4,0,10,4,0
2,26,1,2,6,1,0
2,21,1,1,6,1,0
2,25,1,2,10,1,0
2,35,6,0,12,907,0
2,20,3,0,6,1,0
2,30,1,8,6,587,0
2,30,1,8,6,587,0
1,26,1,1,9,39,0
2,20,1,1,6,1,0
2,20,1,1,6,1,0
2,35,3,2,6,1,0
2,41,3,5,6,1,0
2,23,3,0,10,0,0
2,37,1,0,6,1,0
2,42,1,15,6,405,0
2,42,1,15,6,405,0
2,42,1,15,6,405,0
2,42,1,15,6,405,0
2,25,1,8,5,1,0
2,54,1,0,6,1,0
2,41,1,0,6,1,0
2,22,3,0,11,5,0
2,22,3,0,11,5,0
2,30,4,1,10,9,0
2,36,1,5,10,20,0
2,36,1,5,10,20,0
2,36,1,5,10,20,0
2,36,1,5,10,20,0
2,36,1,5,10,20,0
2,36,1,5,10,20,0
2,33,1,4,6,45,0
2,33,1,4,6,45,0
2,38,4,0,10,1,0
1,56,3,3,5,6,0
2,38,3,2,6,64,0
2,38,3,2,6,64,0
2,26,1,0,10,1,0
2,26,1,0,10,1,0
2,26,1,0,10,1,0
1,20,1,0,6,1,0
2,20,1,0,6,1,0
1,28,3,0,6,1,0
1,28,3,0,6,1,0
2,37,3,0,11,3,0
2,52,1,6,10,0,0
2,52,1,6,10,0,0
2,27,3,4,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,29,1,0,6,1,0
2,35,1,1,10,1,0
2,32,3,8,6,4,0
2,32,3,8,6,4,0
2,32,3,8,6,4,0
2,32,3,8,6,4,0
2,25,4,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,22,1,0,6,1,0
2,32,1,5,10,0,0
2,29,4,4,6,1,0
2,30,1,4,10,1,0
1,30,1,3,6,1,0
2,43,3,2,6,1495,0
2,22,3,1,6,1,0
2,56,1,8,5,1,0
2,32,3,8,5,2,0
2,52,3,1,6,111,0
2,52,3,1,6,111,0
2,29,1,6,6,1,0
2,29,1,6,6,1,0
2,29,1,6,6,1,0
1,51,4,0,10,1,0
2,42,3,0,11,0,0
2,41,3,0,6,1,0
2,19,4,0,6,1,0
2,19,4,0,6,1,0
2,55,4,6,6,0,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
2,21,1,0,6,1,0
1,36,3,4,4,144,0
1,36,3,4,4,144,0
1,36,3,4,4,144,0
1,22,1,0,10,2,0
2,45,4,2,7,1,0
1,30,4,3,6,2,0
2,29,1,0,11,1,0
2,54,1,2,11,1173,0
1,35,4,0,6,1,0
2,51,1,17,10,1,0
2,45,4,20,6,0,0
2,45,4,20,6,0,0
2,27,1,3,6,90,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,24,4,1,5,253,0
2,25,3,0,10,2,0
2,25,3,0,10,2,0
2,50,3,0,6,1,0
1,42,6,2,11,1,0
1,42,6,2,11,1,0
2,55,3,0,10,1,0
2,29,1,8,6,40,0
2,29,1,8,6,40,0
2,36,1,5,6,1,0
2,69,4,0,10,1,0
2,59,4,1,14,7604,0
2,28,1,1,6,2183,0
2,44,3,6,6,1,0
2,31,1,0,6,0,0
2,27,1,11,10,1,0
2,27,1,11,10,1,0
2,27,1,11,10,1,0
2,27,1,11,10,1,0
2,29,6,0,10,1,0
1,50,3,0,6,1,0
2,28,1,6,6,1,0
2,28,1,6,6,1,0
2,20,1,1,6,50,0
2,60,3,1,5,1,0
2,53,4,0,10,0,0
1,38,6,0,10,1,0
2,51,4,0,6,1,0
2,25,4,1,4,106,0
1,23,3,1,10,1,0
1,54,1,0,6,1,0
2,24,3,3,10,1,0
2,55,4,1,4,1,0
2,55,4,1,4,1,0
2,55,4,1,4,1,0
2,55,4,1,4,1,0
2,35,1,0,10,0,0
2,26,4,0,6,1,0
2,26,4,0,6,1,0
1,75,1,5,5,1,0
2,30,1,13,10,1,0
2,56,1,8,5,106,0
2,24,1,0,6,1,0
2,34,6,0,6,1,0
2,34,6,0,6,1,0
2,34,6,0,6,1,0
1,39,4,0,6,1,0
1,39,4,0,6,1,0
2,46,3,0,6,1,0
2,27,1,1,6,0,0
1,32,3,0,10,1,0
2,28,1,3,11,1,0
2,42,1,13,11,1,0
2,42,1,13,11,1,0
2,42,1,13,11,1,0
2,59,1,2,10,1,0
2,39,3,1,6,15,0
2,55,3,0,10,1,0
2,27,3,0,10,1,0
2,46,3,5,10,1,0
2,37,1,7,6,247,0
2,25,6,1,6,11,0
1,26,4,1,10,19,0
2,55,3,2,5,1,0
2,55,3,2,5,1,0
2,35,1,1,11,4,0
2,35,1,1,11,4,0
2,33,6,0,9,1,0
2,43,1,0,10,1,0
1,53,3,0,10,0,0
2,60,1,9,6,22,0
2,60,1,9,6,22,0
2,60,1,9,6,22,0
2,57,1,0,6,1,0
2,57,1,0,6,1,0
2,55,1,17,6,1,0
2,55,1,17,6,1,0
2,27,1,1,6,1,0
2,27,1,1,6,1,0
2,27,1,1,6,1,0
2,40,1,0,6,1,0
2,57,6,0,5,1,0
1,37,3,0,11,1,0
1,36,1,1,5,24,0
2,32,3,2,10,1,0
2,32,3,2,10,1,0
2,32,3,2,10,1,0
2,32,1,2,10,1,0
1,26,3,1,6,1,0
2,22,4,0,10,1,0
2,22,4,0,10,1,0
1,31,1,0,6,1,0
1,38,1,8,6,1,0
2,47,1,4,6,0,0
2,30,1,2,6,1,0
2,30,1,2,6,1,0
2,36,1,2,6,2,0
2,36,1,2,6,2,0
2,36,1,2,6,2,0
1,43,2,0,6,4,0
1,38,3,0,6,1,0
2,52,3,2,6,1,0
2,35,3,2,10,1,0
2,35,6,0,6,1,0
2,38,6,2,6,0,0
2,53,3,0,6,1,0
1,51,3,1,6,8,0
2,53,1,2,6,1,0
2,22,1,5,6,1,0
2,22,1,5,6,1,0
2,22,1,5,6,1,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,21,1,0,6,5,0
2,26,1,0,6,1,0
2,26,1,0,6,1,0
1,24,1,1,6,35,0
1,24,1,1,6,35,0
2,48,1,0,11,1,0
2,47,3,1,6,1,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,30,1,8,6,1,0
2,55,1,1,10,0,0
2,44,3,3,6,0,0
2,34,1,1,6,17,0
2,45,1,10,5,1,0
2,38,4,0,6,1,0
2,50,3,2,10,1,0
2,32,1,0,6,1,0
2,26,3,0,6,0,0
2,44,4,2,10,870,0
2,47,4,0,10,0,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,23,4,2,6,1,0
2,49,3,0,6,0,0
2,60,1,43,6,99,0
2,60,1,43,6,99,0
2,49,1,1,6,0,0
2,59,3,2,5,0,0
2,28,1,2,8,476,0
2,28,1,2,8,476,0
2,24,1,1,11,1,0
2,40,4,0,10,3,0
2,32,1,0,6,1,0
1,54,4,0,10,0,0
2,26,1,1,10,1,0
2,27,1,9,6,0,0
2,34,3,3,6,158,0
2,29,1,0,6,1,0
1,40,4,1,11,93,0
2,25,3,2,10,0,0
2,25,3,2,10,0,0
1,62,3,2,6,43,0
1,62,3,2,6,43,0
2,37,1,18,10,27,0
2,37,1,18,10,27,0
1,30,3,5,6,0,0
1,30,3,5,6,0,0
2,23,3,0,6,1,0
1,20,1,0,6,1,0
2,24,1,1,4,60,0
1,54,3,1,10,49,0
1,51,3,0,10,1,0
2,66,1,3,6,37,0
2,66,1,3,6,37,0
2,31,3,0,10,1,0
2,50,3,8,6,14,0
2,50,1,7,5,1,0
2,40,3,3,6,1,0
1,25,1,1,10,1,0
2,24,1,4,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
2,54,3,3,11,1,0
1,31,1,0,5,1,0
2,25,3,4,10,4,0
2,25,3,4,10,4,0
2,46,3,1,10,2,0
1,30,3,0,10,0,0
2,35,1,3,12,765,0
2,35,1,3,12,765,0
1,35,4,10,6,40,0
1,22,3,0,11,1,0
1,32,3,1,6,1,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,25,1,0,10,1,0
2,22,1,3,6,308,0
2,22,1,3,6,308,0
2,22,1,3,6,308,0
2,22,1,3,6,308,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
2,33,1,16,6,2,0
1,49,3,0,10,1,0
1,49,3,0,10,1,0
2,24,1,0,6,1,0
2,23,1,1,6,1,0
2,33,1,12,10,1,0
2,33,1,12,10,1,0
2,33,1,12,10,1,0
2,33,1,12,10,1,0
2,37,3,0,11,2,0
2,37,3,0,11,2,0
1,40,3,0,10,0,0
2,23,1,1,10,1,0
2,27,3,1,6,409,0
2,27,3,1,6,409,0
2,26,3,11,5,33,0
2,25,1,11,6,1,0
2,61,1,1,6,1,0
2,30,1,0,6,1,0
1,42,1,0,6,1,0
1,42,1,0,6,1,0
1,42,1,0,6,1,0
1,27,4,0,6,1,0
2,25,3,0,10,1,0
1,52,1,1,6,28,0
2,26,3,7,11,98,0
