LTV,RecoveryRate,lgdTime,LossLogistic,lnRecovRate,Yprobit,Renting,event
0.6747808913,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0930356329,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4599765058,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0414805354,0.4929856374,0.5070143626,0.0280592913,-0.707275238,0.0175833056,0,1
0.5982161916,0.9949847392,0.0050152608,-5.290241973,-0.005027879,-2.574775335,0,1
0.5982161916,0.9881306503,0.0118693497,-4.421855505,-0.011940353,-2.261332108,1,1
0.5982161916,0.9968086943,0.0031913057,-5.744128734,-0.003196409,-2.72744905,1,1
0.5982161916,0.9890027588,0.0109972412,-4.499052684,-0.011058158,-2.290463152,0,1
0.5982161916,0.9890027588,0.0109972412,-4.499052684,-0.011058158,-2.290463152,0,1
0.5982161916,0.9889960502,0.0110039498,-4.498436053,-0.011064941,-2.290231511,0,1
0.5982161916,0.9889909282,0.0110090718,-4.497965518,-0.01107012,-2.290054741,0,1
0.5689667051,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5689667051,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5689667051,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4030098074,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6594855396,0.9922418906,0.0077581094,-4.851228243,-0.00778836,-2.420100482,0,1
0.6365902185,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5557476441,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.477481973,0.983120431,0.016879569,-4.064627668,-0.017023653,-2.122936921,0,1
0.477481973,0.9922806513,0.0077193487,-4.85627599,-0.007749297,-2.421921213,0,1
0.3415346471,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5234086233,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5234086233,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6766332111,0.9933753802,0.0066246198,-5.010315636,-0.00664666,-2.476998669,0,1
0.6766332111,0.9943879551,0.0056120449,-5.177212269,-0.005627852,-2.535643607,0,1
0.6042657662,0.3632285338,0.6367714662,0.5613786195,-1.012723073,0.3498422788,0,1
0.4752726475,0.9645927237,0.0354072763,-3.304788619,-0.036049315,-1.806664842,0,1
1.00358571,0.1110867953,0.8889132047,2.079687763,-2.197443444,1.2207687457,0,1
0.8003505563,0.9923769637,0.0076230363,-4.868928281,-0.00765224,-2.426480428,0,1
0.4876670393,0.9670296442,0.0329703558,-3.378620302,-0.033526128,-1.838826484,0,1
0.6398719139,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0686408283,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6163778809,0.9924434837,0.0075565163,-4.877759785,-0.007585211,-2.429659041,0,1
0.8078346337,0.9644919791,0.0355080209,-3.301842904,-0.036153763,-1.805374864,0,1
0.1363124118,0.9980247995,0.0019752005,-6.225108193,-0.001977154,-2.882095401,0,1
0.6733023265,0.9755836752,0.0244163248,-3.687783976,-0.024719346,-1.970049921,0,1
0.2651304472,0.9863325169,0.0136674831,-4.278974021,-0.013761743,-2.206700845,0,1
0.3308817105,0.9311828904,0.0688171096,-2.605003303,-0.071299576,-1.484658844,1,1
0.5406153823,0.9795103702,0.0204896298,-3.867133929,-0.020702454,-2.043739795,0,1
0.3438563728,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5314432946,0.9533545549,0.0466454451,-3.017411592,-0.047768404,-1.678287996,0,1
0.2070727343,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.1660185655,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4781481692,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.329349282,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.329349282,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4716820966,0.4628670829,0.5371329171,0.1488056467,-0.770315344,0.0932132278,0,1
0.7985972923,0.9171673309,0.0828326691,-2.404467393,-0.086465347,-1.386267168,0,1
0.4182380031,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.023598266,0.9654985763,0.0345014237,-3.331644036,-0.035110652,-1.818401119,0,1
0.3874093188,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3874093188,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6492050323,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6873894428,0.6187646465,0.3812353535,-0.484308075,-0.480030294,-0.30223791,0,1
0.2786174088,0.9808556276,0.0191443724,-3.936416477,-0.019329999,-2.071750182,0,1
0.4596248996,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5442195338,0.9993225658,0.0006774342,-7.296520415,-0.000677664,-3.204096944,0,1
0.4860471464,0.8963584091,0.1036415909,-2.157401637,-0.109414936,-1.261071239,0,1
0.530575,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4057956873,0.9992318358,0.0007681642,-7.170738571,-0.000768459,-3.167732439,0,1
0.2844894355,0.9985146518,0.0014853482,-6.510619609,-0.001486452,-2.970753996,0,1
0.3778394407,0.9669901489,0.0330098511,-3.377382272,-0.033566971,-1.838289875,0,1
0.3778394407,0.9901374333,0.0098625667,-4.609097307,-0.009911524,-2.331535634,0,1
0.8505169474,0.9482587126,0.0517412874,-2.90837131,-0.05312791,-1.628199575,0,1
0.4828958555,0.9787145689,0.0212854311,-3.828217195,-0.021515233,-2.027896013,0,1
0.5441995964,0.882469326,0.117530674,-2.016024676,-0.125031249,-1.187421641,0,1
0.3793837449,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.375474224,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4753811008,0.9625844749,0.0374155251,-3.247536099,-0.038133451,-1.781498497,0,1
0.5022601049,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2822373372,0.8961004502,0.1038995498,-2.154627951,-0.109702763,-1.259640442,0,1
0.3474931376,0.9896928975,0.0103071025,-4.564561473,-0.010360588,-2.314976742,0,1
0.7333279972,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5802528371,0.0891527829,0.9108472171,2.324023614,-2.417403719,1.3459905449,0,1
0.4361524574,0.8980780089,0.1019219911,-2.176049206,-0.107498345,-1.270675873,0,1
0.2212393531,0.9442822438,0.0557177562,-2.83012623,-0.05733017,-1.591773919,0,1
0.4193222683,0.9714573206,0.0285426794,-3.527396845,-0.028957943,-1.902656673,0,1
0.4691486929,0.9592408618,0.0407591382,-3.158462139,-0.041613076,-1.741943814,0,1
0.4691486929,0.5495632752,0.4504367248,-0.198906306,-0.598631361,-0.124558039,0,1
0.56513543,0.9878581024,0.0121418976,-4.398876986,-0.012216213,-2.252609286,0,1
1.5179661538,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
1.0354817485,0.9076696008,0.0923303992,-2.285506997,-0.096874842,-1.326540292,0,1
0.5826356553,0.9892988147,0.0107011853,-4.526641918,-0.010758855,-2.300810044,0,1
0.3968968992,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3968968992,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3332455446,0.9964969341,0.0035030659,-5.650607508,-0.003509216,-2.696552665,0,1
0.1051638563,0.9993909212,0.0006090788,-7.402953583,-0.000609264,-3.234594111,0,1
0.1051638563,0.9979360553,0.0020639447,-6.181070154,-0.002066078,-2.868219581,0,1
0.7733956412,0.9701912372,0.0298087628,-3.4826908,-0.030262075,-1.883611645,0,1
0.546971643,0.8820680782,0.1179319218,-2.012161715,-0.12548604,-1.185388583,0,1
0.6698137854,0.968020186,0.031979814,-3.410148051,-0.032502339,-1.852461174,0,1
0.7605917355,0.6708607278,0.3291392722,-0.712080575,-0.399193723,-0.442291136,0,1
0.3576166301,0.8547809575,0.1452190425,-1.772602006,-0.156910033,-1.057161067,0,1
0.5187303608,0.9365883056,0.0634116944,-2.692595512,-0.065511468,-1.526749197,0,1
0.6779961788,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6673061153,0.9837168573,0.0162831427,-4.101207728,-0.01641717,-2.137389984,0,1
0.634781822,0.9800579809,0.0199420191,-3.894782715,-0.020143545,-2.054947889,0,1
0.32033152,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0521851498,0.9988120501,0.0011879499,-6.734337533,-0.001188656,-3.038714384,0,1
0.5851378615,0.8764108516,0.1235891484,-1.958872245,-0.131920289,-1.157230263,0,1
0.5851378615,0.9365564933,0.0634435067,-2.692059992,-0.065545435,-1.526493478,1,1
0.6457236974,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8244616901,0.827975378,0.172024622,-1.5713458,-0.188771862,-0.946194788,0,1
0.4861102036,0.9775012639,0.0224987361,-3.771540452,-0.022755694,-2.004678092,0,1
0.9705169392,0.8975285569,0.1024714431,-2.170060782,-0.108110341,-1.26759425,0,1
0.3595042374,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3595042374,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3595042374,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5574739576,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.359599324,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.359599324,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.474314058,0.9942816344,0.0057183656,-5.158337463,-0.005734778,-2.529063563,0,1
0.3112173379,0.9463417471,0.0536582529,-2.869968472,-0.05515152,-1.61037275,0,1
0.3112173379,0.9494105037,0.0505894963,-2.932097297,-0.051914009,-1.639164559,0,1
0.2340481418,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7896149906,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.9165443708,0.9442935596,0.0557064404,-2.830341324,-0.057318187,-1.591874613,0,1
0.9165443708,0.9837014904,0.0162985096,-4.100248819,-0.016432791,-2.137011956,0,1
0.5713742244,0.9885027979,0.0114972021,-4.454087767,-0.011563806,-2.273527612,0,1
0.3112930511,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3440604228,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7031225751,0.9759227928,0.0240772072,-3.702117845,-0.024371801,-1.976003204,0,1
0.7031225751,0.9828820828,0.0171179172,-4.050363452,-0.017266122,-2.117283028,0,1
0.6285702417,0.9738535357,0.0261464643,-3.617546945,-0.026494361,-1.940714401,0,1
0.5081316584,0.9254177393,0.0745822607,-2.518342558,-0.077510033,-1.442488826,0,1
0.3653574604,0.8685752624,0.1314247376,-1.88841989,-0.140901039,-1.119681585,0,1
0.6413407243,0.9626904914,0.0373095086,-3.250483743,-0.038023319,-1.78279907,0,1
0.6413407243,0.9682477983,0.0317522017,-3.417525975,-0.032267235,-1.855643399,0,1
0.4487292578,0.96455728,0.03544272,-3.303751346,-0.03608606,-1.806210663,0,1
0.0656016732,0.9725686736,0.0274313264,-3.568255028,-0.02781459,-1.919962369,0,1
0.2342088128,0.9932567943,0.0067432057,-4.992453802,-0.006766044,-2.470659628,0,1
0.6249143058,0.3763395677,0.6236604323,0.5051141998,-0.977263438,0.3151086838,0,1
0.282691985,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4734083008,0.9972303812,0.0027696188,-5.886272124,-0.002773461,-2.773878416,0,1
0.4734083008,0.9969997003,0.0030002997,-5.80603827,-0.00300481,-2.747748625,0,1
0.2866185549,0.9801087129,0.0198912871,-3.897381695,-0.020091782,-2.055999398,0,1
0.8932186072,0.8998124771,0.1001875229,-2.195142724,-0.105568896,-1.280483779,0,1
0.6218252844,0.9753083078,0.0246916922,-3.676286794,-0.025001645,-1.965266641,0,1
0.331715111,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5252819766,0.7561406434,0.2438593566,-1.131635743,-0.279527884,-0.693941792,0,1
0.4467093574,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3408579521,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6030388675,0.9462539148,0.0537460852,-2.86824011,-0.055244337,-1.60956813,0,1
0.1672505881,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8169317487,0.9996988581,0.0003011419,-8.107627737,-0.000301187,-3.430583835,0,1
0.7754510823,0.664718365,0.335281635,-0.68439256,-0.408391839,-0.425375079,0,1
0.7014744218,0.4581923124,0.5418076876,0.1676221265,-0.780466287,0.1049888896,1,1
0.3398572351,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3142214409,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4340209243,0.4032506644,0.5967493356,0.3919387872,-0.908196914,0.2449420153,0,1
0.4340209243,0.3742186324,0.6257813676,0.5141608516,-0.982915074,0.3207006365,0,1
0.4582919177,0.8532301025,0.1467698975,-1.76016323,-0.158726011,-1.050387925,0,1
0.3857422544,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3857422544,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7749815462,0.7818177573,0.2181822427,-1.276290977,-0.246133613,-0.778346982,0,1
0.4391931516,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.423872203,0.9675883844,0.0324116156,-3.396289908,-0.032948505,-1.84647524,0,1
0.5309716454,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3097927333,0.9495334799,0.0504665201,-2.934660642,-0.051784489,-1.640346991,0,1
0.3097927333,0.913496533,0.086503467,-2.357095086,-0.090475698,-1.362605311,0,1
0.5848074984,0.9884594208,0.0115405792,-4.450278144,-0.011607688,-2.27208862,0,1
0.3771507245,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
1.048815779,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,0,1
1.048815779,0.6599161892,0.3400838108,-0.662920751,-0.415642438,-0.412234405,0,1
1.048815779,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,0,1
1.0175722877,0.9097122008,0.0902877992,-2.310125949,-0.094626992,-1.33898487,0,1
0.7474955493,0.4646414597,0.5353585403,0.1416706376,-0.766489225,0.0887470754,0,1
0.4922830272,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4951644797,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4472792433,0.99197036,0.00802964,-4.816553529,-0.008062051,-2.407565525,0,1
0.5604313196,0.9481229382,0.0518770618,-2.905607452,-0.053271104,-1.62691984,0,1
0.74951448,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,0,1
0.74951448,0.5711212095,0.4288787905,-0.286427124,-0.560153816,-0.179229398,0,1
0.6230015275,0.9901905247,0.0098094753,-4.61454859,-0.009857905,-2.333556615,0,1
0.6230015275,0.9566110843,0.0433889157,-3.093192909,-0.044358361,-1.712645206,0,1
0.6230015275,0.9569746473,0.0430253527,-3.10198736,-0.04397838,-1.716608626,0,1
0.5175869571,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4280421927,0.9798563127,0.0201436873,-3.884514988,-0.020349338,-2.05079028,1,1
0.4280421927,0.9938974165,0.0061025835,-5.092921785,-0.00612128,-2.50615625,0,1
0.6116457272,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4064722964,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4393396558,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4393396558,0.9763091589,0.0236908411,-3.718690775,-0.023975982,-1.982872419,0,1
0.5081404366,0.7781974776,0.2218025224,-1.255192872,-0.25077496,-0.766119763,0,1
0.3680372039,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.52222066,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.52222066,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4769510547,0.9455382079,0.0544617921,-2.854254903,-0.056000981,-1.603050142,0,1
0.3490744,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2196067202,0.9982430696,0.0017569304,-6.342428588,-0.001758476,-2.918796006,0,1
0.0779047248,0.9868592765,0.0131407235,-4.318811382,-0.013227827,-2.222027504,0,1
0.6739045254,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0358048163,0.9876905246,0.0123094754,-4.385000094,-0.012385864,-2.24732991,0,1
0.500356945,0.6663315953,0.3336684047,-0.691639738,-0.405967842,-0.429805943,0,1
0.7937975556,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7937975556,0.9605739607,0.0394260393,-3.193104489,-0.040224297,-1.757385762,0,1
0.3084661472,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3950306296,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4236344818,0.9985242955,0.0014757045,-6.517142996,-0.001476794,-2.972754,0,1
0.4236344818,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5839612354,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4336203432,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4937489237,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4322963287,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.629231433,0.9906132966,0.0093867034,-4.659030085,-0.009431036,-2.350000084,0,1
0.6340190981,0.6807321391,0.3192678609,-0.757138454,-0.384586385,-0.469747087,0,1
0.8247979359,0.9185836928,0.0814163072,-2.423257432,-0.084922259,-1.395607859,0,1
0.8247979359,0.9382558044,0.0617441956,-2.721022652,-0.063732655,-1.540295291,0,1
0.75246956,0.9936541708,0.0063458292,-5.053591453,-0.00636605,-2.492306164,0,1
0.75246956,0.9645229776,0.0354770224,-3.302748423,-0.036121624,-1.805771462,0,1
0.3716452479,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5175284736,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3272442545,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3272442545,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3272442545,0.9879066493,0.0120933507,-4.402932435,-0.01216707,-2.254150503,0,1
0.6133995537,0.9695633785,0.0304366215,-3.461199307,-0.030909434,-1.874415034,0,1
0.9841567717,0.9554628203,0.0445371797,-3.065871514,-0.045559427,-1.700300804,0,1
0.6039926435,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6291287143,0.982672682,0.017327318,-4.037991754,-0.017479193,-2.11237105,0,1
0.6291287143,0.9237436549,0.0762563451,-2.494333978,-0.079320676,-1.430712288,0,1
0.4567266439,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.1317658118,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6793812765,0.8647006967,0.1352993033,-1.854894045,-0.145371847,-1.101685077,0,1
0.567505485,0.9951778468,0.0048221532,-5.32970091,-0.004833817,-2.588328122,0,1
0.5194637189,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.372009067,0.2304826158,0.7695173842,1.2055881045,-1.467579839,0.7372583891,0,1
0.482797484,0.980707654,0.019292346,-3.928565971,-0.019480872,-2.068588777,0,1
0.2868980901,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.0969345437,0.8378283216,0.1621716784,-1.642157696,-0.176942066,-0.985571648,0,1
0.4702297503,0.9935180104,0.0064819896,-5.032224695,-0.006503089,-2.484757282,0,1
0.4897333039,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5116698788,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5116698788,0.998676919,0.001323081,-6.626468208,-0.001323957,-3.006106613,0,1
0.161419716,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4254195677,0.9709083425,0.0290916575,-3.507780618,-0.02952321,-1.894314217,0,1
0.4254195677,0.9753450762,0.0246549238,-3.677814703,-0.024963946,-1.96590273,0,1
0.7564725173,0.7074863596,0.2925136404,-0.88320705,-0.346036929,-0.546056237,0,1
0.7564725173,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,0,1
0.8190889061,0.9816257949,0.0183742051,-3.978262389,-0.018545107,-2.088548223,0,1
0.6966717151,0.9945544006,0.0054455994,-5.20748696,-0.005460481,-2.546170466,0,1
0.542644508,0.9880119102,0.0119880898,-4.411781115,-0.012060526,-2.257510734,0,1
0.8355926216,0.9264001777,0.0735998223,-2.532663688,-0.07644898,-1.449494108,0,1
1.0183220097,0.0609653841,0.9390346159,2.7345461132,-2.797449049,1.5467200413,0,1
0.6694028693,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2061182692,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8373457163,0.9848823163,0.0151176837,-4.176656991,-0.015233121,-2.166993268,0,1
0.573847174,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5484506891,0.1557955784,0.8442044216,1.6898499178,-1.859210526,1.0118889425,0,1
0.1539486907,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3673595608,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2147508733,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.2779697793,0.9927231556,0.0072768444,-4.915754523,-0.00730345,-2.443298634,0,1
0.4902839849,0.902103385,0.097896615,-2.220817158,-0.103026148,-1.293630072,0,1
0.1319662492,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7542315738,0.7485812558,0.2514187442,-1.091059903,-0.289575523,-0.670031847,0,1
0.473959109,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8746836399,0.9932341669,0.0067658331,-4.98908105,-0.006788825,-2.469461279,0,1
0.6130700997,0.9534181313,0.0465818687,-3.018842177,-0.047701719,-1.678940002,1,1
0.6130700997,0.8883396728,0.1116603272,-2.073892715,-0.118401095,-1.217745622,0,1
0.578774126,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8686810601,0.1179849356,0.8820150644,2.0116521842,-2.137198327,1.1851203374,0,1
0.5765130575,0.8095322397,0.1904677603,-1.446973656,-0.21129868,-0.876173868,0,1
0.2229658581,0.9555107378,0.0444892622,-3.066998141,-0.045509277,-1.70081078,0,1
0.4265738503,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4449468044,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5134008248,0.9989250493,0.0010749507,-6.834404989,-0.001075529,-3.068703107,0,1
0.4980039329,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5409070341,0.870517494,0.129482506,-1.905542072,-0.138667423,-1.128840766,0,1
0.5409070341,0.9819296288,0.0180703712,-3.995245996,-0.018235634,-2.095340412,0,1
0.500844159,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4971569465,0.994132736,0.005867264,-5.132482312,-0.005884544,-2.520028659,0,1
0.29076136,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.7439933021,0.9543289869,0.0456710131,-3.039544652,-0.046746817,-1.688360614,0,1
0.4715817939,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4715817939,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.406416815,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3811546961,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5471636441,0.9987348531,0.0012651469,-6.671301062,-0.001265948,-3.019694957,0,1
0.383791195,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.383791195,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2341365081,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.4276400144,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
0.6448100627,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.6448100627,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.1806785339,0.9556366647,0.0443633353,-3.069964436,-0.045377496,-1.702153107,0,1
0.241654782,0.9727504738,0.0272495262,-3.575091465,-0.02762768,-1.922848712,0,1
0.241654782,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5914364004,0.9589951283,0.0410048717,-3.152195113,-0.041869284,-1.739142256,0,1
0.5914364004,0.9666165363,0.0333834637,-3.365741187,-0.033953412,-1.833239733,0,1
0.357483361,0.9650029128,0.0349970872,-3.316866284,-0.035624159,-1.81194837,0,1
0.5708480364,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5485540796,0.9997293414,0.0002706586,-8.214381556,-0.000270695,-3.459431358,0,1
0.3587703008,0.7259031374,0.2740968626,-0.973935029,-0.320338693,-0.600468984,0,1
0.3587703008,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,1,1
0.2335399866,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5385470104,0.9811804184,0.0188195816,-3.953858454,-0.018998924,-2.07876274,0,1
0.4235409809,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
1.0600480794,0.9574432199,0.0425567801,-3.113427233,-0.04348886,-1.721756927,0,1
0.4786754865,0.7614604015,0.2385395985,-1.160702843,-0.272517109,-0.711008131,0,1
0.168065227,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4309374701,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4944609913,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.2281892562,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4033093361,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,0,1
0.1215041119,1E-05,0.99999,11.512915465,-11.51292546,4.2648907939,0,1
0.6597822565,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.3744265276,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.652402074,0.9883272667,0.0116727333,-4.438758252,-0.011741394,-2.267733306,0,1
0.6493739365,0.9385456479,0.0614543521,-2.726036836,-0.063423785,-1.542678898,0,1
0.8804649314,0.9396963644,0.0603036356,-2.746164414,-0.062198472,-1.552229704,0,1
0.4547872479,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4547872479,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.9802640534,0.9816828012,0.0183171988,-3.981427799,-0.018487036,-2.089815265,0,1
0.8145281132,0.99999,1E-05,-11.51291546,0,-4.264890794,1,0
1.108601437,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.1573625391,0.9865421289,0.0134578711,-4.294641887,-0.013549249,-2.212737592,0,1
0.1573625391,0.9868105211,0.0131894789,-4.315058586,-0.013277233,-2.220586842,0,1
0.1573625391,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.8310578358,0.5886374922,0.4113625078,-0.358335691,-0.529944748,-0.224041495,0,1
0.3122912935,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4174686625,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.4174686625,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
0.5479742638,0.1362565001,0.8637434999,1.8467367101,-1.993216139,1.0972937545,0,1
0.5762147493,0.8874386742,0.1125613258,-2.064841228,-0.119415859,-1.213018751,0,1
0.9584966667,0.9895139845,0.0104860155,-4.547171387,-0.010541381,-2.308487614,0,1
0.6729647602,0.1839079711,0.8160920289,1.4900916536,-1.693319803,0.9005719723,0,1
0.6729647602,0.7303647345,0.2696352655,-0.996473868,-0.314211233,-0.613916463,0,1
0.6323777494,0.7693240995,0.2306759005,-1.204498639,-0.262242943,-0.736622742,0,1
0.5690765322,0.9967479596,0.0032520404,-5.725215337,-0.00325734,-2.721223315,0,1
0.5690765322,0.9569108596,0.0430891404,-3.10043924,-0.044045037,-1.715911286,0,1
0.3595227187,0.99999,1E-05,-11.51291546,0,-4.264890794,0,0
